"","MF","MW","Ncharges","C","I","N","O","S","Br","Cl","F","H","P","Na","K","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","RINGS","AROMATIC","TPSA","logP"
"CMP4703","C18ClF3N2O5S",448.7162096,0,18,0,2,5,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,93.32,4.9345
"CMP4704","C20FN3O3S",381.2957032,0,20,0,3,3,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,69.31,3.06
"CMP4705","C26N2O3S",420.3548,0,26,0,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,66.07,5.4107
"CMP4706","C15BrClN2O",339.5303,0,15,0,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,32.34,4.5507
"CMP4707","C17N3O6S",374.2634,0,17,0,3,6,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,3,2,139.39,1.7474
"CMP4708","C16N3O3S",314.2545,2,16,0,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,119.04,4.3255
"CMP4709","C11N2OS",208.1955,0,11,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,71.31,2.7196
"CMP4710","C17Cl2O5",355.0849,0,17,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,69.67,3.756
"CMP4711","C22FN2O3S",391.3104032,0,22,0,2,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,74.86,5.4982
"CMP4712","C22Cl2N3O4",441.1591,0,22,0,3,4,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,4,3,80.64,4.8529
"CMP4713","C10FN2O2",199.1176032,0,10,0,2,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,58.2,1.6636
"CMP4714","C11O4",196.1153,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,52.6,1.4238
"CMP4715","C13N3O2",230.158,0,13,0,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,70.23,2.0008
"CMP4716","C20BrFN3O",397.1359032,0,20,0,3,1,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,35.58,4.1233
"CMP4717","C10BrF2N2O",282.0206064,0,10,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,34.89,2.6123
"CMP4718","C17N2OS2",312.3247,0,17,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,101.93,3.9231
"CMP4719","C19N2OS2",336.3461,0,19,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,88.43,4.5224
"CMP4720","C20N5O2S2",406.3763,0,20,0,5,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,5,148.82,3.5598
"CMP4721","C14NO3S",262.2197,0,14,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,71.95,3.1546
"CMP4722","C14F4N3",286.1635128,0,14,0,3,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,30.71,3.5932
"CMP4723","C15N4OS2",316.3167,0,15,0,4,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,105.73,2.7996
"CMP4724","C17BrN3O2S",390.1698,0,17,0,3,2,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,2,2,85.69,4.1144
"CMP4725","C16NO4",270.1755,0,16,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,64.63,2.4321
"CMP4726","C22BrN3O3",434.1577,0,22,0,3,3,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,3,71.41,4.6084
"CMP4727","C10N2O2S",212.1842,0,10,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,57.79,2.6211
"CMP4728","C17BrN2O3",360.0975,0,17,0,2,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,3,66.48,3.0031
"CMP4729","C21N5OS",370.3226,0,21,0,5,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,103.93,3.9401
"CMP4730","C15F3N3O3S",359.2390096,2,15,0,3,3,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,119.04,4.7275
"CMP4731","C17BrN2OS",360.1637,0,17,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,70.23,5.2063
"CMP4732","C19Cl2N2O3",375.1209,0,19,0,2,3,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2,58.64,4.5391
"CMP4733","C23N2O3S2",416.3877,0,23,0,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,4,3,106.89,5.4453
"CMP4734","C15NOS",242.2316,0,15,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,54.4,3.5996
"CMP4735","C21HCl2N2O3",400.15024,0,21,0,2,3,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,2,66.48,5.2068
"CMP4736","C20BrFN2O3S",447.1930032,0,20,0,2,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,74.86,5.576
"CMP4737","C23Cl2N3O4",453.1698,0,23,0,3,4,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,5,3,68.04,4.5193
"CMP4738","C16N2O3S",300.2478,0,16,0,2,3,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,3,3,106.59,3.7291
"CMP4739","C18BrN3O2S",402.1805,0,18,0,3,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,2,95.34,4.5642
"CMP4740","C17O3",252.1801,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,27.69,3.7698
"CMP4741","C10NO2S",198.1775,0,10,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,65.84,1.7155
"CMP4742","C16ClN2O",271.637,0,16,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,38.92,4.2892
"CMP4743","C16INO2",365.08117,0,16,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,1,21.7,3.3564
"CMP4744","C12FNO2",209.1323032,0,12,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,42.24,3.0524
"CMP4745","C17Cl2N2O4",367.0989,2,17,0,2,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,2,75.36,4.5574
"CMP4746","C18F3N2O5S",413.2632096,0,18,0,2,5,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,93.32,4.2811
"CMP4747","C18N3O3",306.2109,0,18,0,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2,73.22,2.5069
"CMP4748","C14N3O3",258.1681,0,14,0,3,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,2,1,61.88,1.5443
"CMP4749","C20N3O2",314.2329,0,20,0,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,2,63.99,3.2614
"CMP4750","C21BrFN2O3S",459.2037032,0,21,0,2,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,74.86,5.5716
"CMP4751","C12N3O",202.1479,0,12,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,47.04,2.0695
"CMP4752","C16NOS",254.2423,0,16,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,57.34,4.2606
"CMP4753","C10FNO3",201.1103032,0,10,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,70.42,1.7777
"CMP4754","C16BrClN3O4S",445.6109,2,16,0,3,4,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,2,128.27,5.5233
"CMP4755","C15ClN2O2",275.6257,0,15,0,2,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,1,32.78,2.1472
"CMP4756","C16ClF3N2O3S",392.6960096,0,16,0,2,3,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,74.86,4.9173
"CMP4757","C15N4O3S",316.2505,2,15,0,4,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,131.93,3.4077
"CMP4758","C20ClN3O3S",397.7503,2,20,0,3,3,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,119.04,6.0291
"CMP4759","C10N2O2S",212.1842,0,10,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,49,2.0056
"CMP4760","C19ClNO4S",373.7256,0,19,0,1,4,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,2,92.14,4.6187
"CMP4761","C14NO",198.1559,0,14,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,29.1,3.5868
"CMP4762","C10F3NO",207.1083096,0,10,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,43.09,2.9042
"CMP4763","C20ClN2O2",335.6792,0,20,0,2,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,2,32.78,5.2638
"CMP4764","C18ClO4",315.6432,0,18,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,2,44.76,4.2357
"CMP4765","C15ClN2O3S",323.6901,2,15,0,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,100.22,4.6844
"CMP4766","C11N2O2",192.1299,0,11,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,72.19,2.2974
"CMP4767","C16BrN2O3S",380.1518,0,16,0,2,3,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,2,102.68,3.819
"CMP4768","C16F3N2OS",325.2442096,0,16,0,2,1,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,73.22,4.225
"CMP4769","C25N3O2S2",438.4164,0,25,0,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,2,101.25,4.266
"CMP4770","C17BrN2O3",360.0975,0,17,0,2,3,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,3,2,67.51,2.731
"CMP4771","C10ClNO",185.5661,0,10,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,32.26,1.9983
"CMP4772","C12N2O2",204.1406,0,12,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,48.15,2.2314
"CMP4773","C15ClN2O",259.6263,0,15,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,36.36,3.744
"CMP4774","C17O3",252.1801,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,27.69,3.8515
"CMP4775","C19Cl2N3O3S",421.1926,0,19,0,3,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,3,102.55,5.376
"CMP4776","C14BrNO2",294.0593,0,14,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1,32.7,2.6126
"CMP4777","C26N2O2S2",436.4204,0,26,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,98.01,4.9434
"CMP4778","C15FN2O2S",291.2361032,0,15,0,2,2,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,2,93.45,3.4304
"CMP4779","C14NO4S",278.2191,0,14,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,79.9,2.6902
"CMP4780","C12NO2S",222.1989,0,12,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2,1,60.94,1.055
"CMP4781","C12O3",192.1266,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,39.44,2.4184
"CMP4782","C12O3",192.1266,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,39.44,2.431
"CMP4783","C15ClNO4S",325.6828,0,15,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,83.06,4.0852
"CMP4784","C20N2O2",300.2262,0,20,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,3,2,35.94,2.5598
"CMP4785","C18ClN2O4S",375.7216,0,18,0,2,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,84.09,4.604
"CMP4786","C25FN2O4",411.2769032,0,25,0,2,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,3,75.71,4.7733
"CMP4787","C16BrNO",302.0813,0,16,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,29.1,4.6544
"CMP4788","C17N3O2S",310.2658,0,17,0,3,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,3,99.25,4.1817
"CMP4789","C12NO5S",270.1971,0,12,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,97.92,2.2232
"CMP4790","C15ClNO2S2",325.749,0,15,0,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,90.92,4.5759
"CMP4791","C15NO",210.1666,0,15,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,29.1,3.835
"CMP4792","C11NO3",194.1226,0,11,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,59.3,1.2367
"CMP4793","C19N3O2S2",366.3522,0,19,0,3,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,4,127.49,5.147
"CMP4794","C20ClFN2O3S",402.7420032,0,20,0,2,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,74.86,5.595
"CMP4795","C21N4O3S2",420.3797,2,21,0,4,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,4,160.17,5.9854
"CMP4796","C21HN2O4",345.24364,0,21,0,2,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2,75.71,3.7623
"CMP4797","C22N4O3S",400.3254,0,22,0,4,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,4,4,121.37,4.5541
"CMP4798","C21N4OS2",388.3809,0,21,0,4,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,4,127.24,5.2574
"CMP4799","C17ClNO2",285.6404,0,17,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,49.33,4.8027
"CMP4800","C15N2O5S",320.2359,0,15,0,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,93.32,2.2281
"CMP4801","C21Cl2N3O3",413.149,0,21,0,3,3,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,3,71.41,4.8443
"CMP4802","C24F3N2O3S",453.3286096,0,24,0,2,3,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,74.86,6.8166
"CMP4803","C11N2O2",192.1299,0,11,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,72.19,2.2974
"CMP4804","C23N3O3S",398.3294,0,23,0,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,4,4,108.48,5.4025
"CMP4805","C18ClN4O4S",403.735,2,18,0,4,4,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,3,2,131.51,4.2637
"CMP4806","C18IN3O3",433.11537,0,18,1,3,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,71.41,3.057
"CMP4807","C17N2O8S",392.2555,0,17,0,2,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,2,1,142.06,1.2833
"CMP4808","C11FN2S",211.1945032,0,11,0,2,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,56.15,3.3761
"CMP4809","C17N4OS2",340.3381,0,17,0,4,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,125.65,3.776
"CMP4810","C9Cl2NO3S",273.0722,0,9,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,71.62,3.0753
"CMP4811","C16BrNO3",334.0801,0,16,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,2,47.56,3.609
"CMP4812","C21Cl2N3O3",413.149,0,21,0,3,3,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,3,71.41,4.8443
"CMP4813","C16N4O2",280.1968,2,16,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,76.01,3.9809
"CMP4814","C17O3",252.1801,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,27.69,3.8515
"CMP4815","C17BrN2O3S",392.1625,0,17,0,2,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,2,2,99.52,4.251
"CMP4816","C20N3O3S2",394.3623,0,20,0,3,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,103.4,3.903
"CMP4817","C14Cl2N2O",283.0686,0,14,0,2,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,41.99,4.2699
"CMP4818","C19ClN2O3",339.6679,0,19,0,2,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2,58.64,3.8857
"CMP4819","C23N5OS3",458.474,0,23,0,5,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,4,142.75,5.2118
"CMP4820","C14NO4S",278.2191,0,14,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,81.18,3.304
"CMP4821","C13N2O",200.1519,0,13,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,46.33,2.8041
"CMP4822","C12O2S",208.1922,0,12,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,1,68.7,1.9459
"CMP4823","C15BrN3O2",334.0834,0,15,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,3,60.17,2.6337
"CMP4824","C13O3",204.1373,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,47.28,2.9617
"CMP4825","C17Cl2N3O3S",397.1712,0,17,0,3,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,2,102.55,4.8873
"CMP4826","C15Cl3N2O3S",394.5961,0,15,0,2,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,88.85,5.1041
"CMP4827","C13N3O4S",294.2218,2,13,0,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,94.82,2.5419
"CMP4828","C14N2O3S",276.2264,0,14,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,3,92.45,2.4971
"CMP4829","C16N2O2S",284.2484,0,16,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,66.91,4.13
"CMP4830","C16NO4S",302.2405,0,16,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,81.18,3.9401
"CMP4831","C17ClN2O4S",363.7109,0,17,0,2,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,84.09,4.2155
"CMP4832","C22N2O4S",388.3114,0,22,0,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,75.3,4.6202
"CMP4833","C12NO2",190.1339,0,12,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,2,31.23,2.2984
"CMP4834","C14BrN2O2",308.066,0,14,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,47.28,2.7023
"CMP4835","C15ClNO3S",309.6834,0,15,0,1,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,75.82,4.1074
"CMP4836","C17FN3O4S",361.2630032,2,17,0,3,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,94.82,3.7202
"CMP4837","C17ClN3S",313.72,0,17,0,3,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,71.94,4.8143
"CMP4838","C24N2O3",364.2684,0,24,0,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,1,66.48,3.9161
"CMP4839","C15NO3S",274.2304,0,15,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,71.95,3.6184
"CMP4840","C15Cl2N4OS",355.1577,0,15,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,102.1,4.1284
"CMP4841","C20Cl2FN2O3S",438.1950032,0,20,0,2,3,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,74.86,6.1203
"CMP4842","C21ClN2O3S",395.7543,0,21,0,2,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,66.07,5.1209
"CMP4843","C18FIN2O4S",486.1714732,0,18,1,2,4,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,2,112.01,3.8218
"CMP4844","C16O2",224.17,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,1,37.3,2.9291
"CMP4845","C17ClNO3S",333.7048,0,17,0,1,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,82.91,4.22
"CMP4846","C17ClFN3S",332.7184032,0,17,0,3,0,1,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,50.6,4.074
"CMP4847","C23NO5",370.2498,0,23,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,4,3,65.07,3.5344
"CMP4848","C13Cl3N2O2",322.5103,0,13,0,2,2,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,49.41,3.5485
"CMP4849","C12ClNO4S",289.6507,0,12,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,81.18,3.1772
"CMP4850","C15Cl2NO2S",329.137,0,15,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54.88,5.4119
"CMP4851","C18NOS",278.2637,0,18,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,54.4,4.1403
"CMP4852","C21Cl2FN2O3S",450.2057032,0,21,0,2,3,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,74.86,6.1159
"CMP4853","C20FN2O5S",399.2878032,0,20,0,2,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,3,2,110.24,3.5288
"CMP4854","C13O2S",220.2029,0,13,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,1,68.7,2.4801
"CMP4855","C9ClO3",191.5475,0,9,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,35.53,2.1697
"CMP4856","C10N2OS",196.1848,0,10,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,80.26,1.2978
"CMP4857","C21N2O7S",424.2989,0,21,0,2,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,2,1,132.83,3.2266
"CMP4858","C24FN2O2S2",431.3974032,0,24,0,2,2,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,3,98.01,5.2785
"CMP4859","C19N2O2S",320.2805,0,19,0,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,2,82.45,4.1957
"CMP4860","C19N3O2S2",366.3522,0,19,0,3,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,3,117.53,3.8057
"CMP4861","C19ClNO4S",373.7256,0,19,0,1,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,2,81.14,4.5316
"CMP4862","C21N4OS",356.3159,0,21,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,91.1,4.5156
"CMP4863","C14ClN3O2",277.6217,0,14,0,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,64.11,2.9991
"CMP4864","C20ClNO6S",417.7351,0,20,0,1,6,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,3,2,118.44,3.9864
"CMP4865","C18ClN2O5S",391.721,0,18,0,2,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,93.32,4.2241
"CMP4866","C13ClN2O3S",299.6687,0,13,0,2,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,66.07,2.4041
"CMP4867","C11N2O2S2",256.2599,0,11,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,77.24,2.172
"CMP4868","C23NO3",338.251,0,23,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,3,58.56,4.9429
