"","MF","MW","Ncharges","C","I","N","O","S","Br","Cl","F","H","P","Na","K","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","RINGS","AROMATIC","TPSA","logP"
"CMP30996","C15BrNO2S",338.135,0,15,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54.55,5.3289
"CMP30997","C21NO",282.2308,0,21,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,29.1,4.717
"CMP30998","C16ClN2O2",287.6364,0,16,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,51.22,4.2392
"CMP30999","C15BrCl2NO",360.9766,0,15,0,1,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,29.1,5.698
"CMP31000","C18Cl2N3O2",361.1175,0,18,0,3,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,56.03,4.1165
"CMP31001","C21N5O2",354.257,0,21,0,5,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,3,92.25,3.0918
"CMP31002","C23N5O3",394.2778,0,23,0,5,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,5,4,105.39,3.3231
"CMP31003","C22N5O4",398.2665,0,22,0,5,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,4,3,110.71,1.873
"CMP31004","C20N5O4",374.2451,0,20,0,5,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,3,3,110.71,1.4221
"CMP31005","C20N6O2",356.253,0,20,0,6,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,86.7,0.8201
"CMP31006","C12NO2S",222.1989,0,12,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,54.55,3.3607
"CMP31007","C15BrClNO",325.5236,0,15,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,29.1,4.4659
"CMP31008","C15ClN2O4",307.6245,0,15,0,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,2,69.68,3.0861
"CMP31009","C21FNO2",317.2286032,0,21,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,38.33,4.6924
"CMP31010","C19Cl2N2O",343.1221,0,19,0,2,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,41.99,5.3045
"CMP31011","C16N5O2",294.2035,0,16,0,5,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,3,92.25,1.3889
"CMP31012","C20N5O3",358.2457,0,20,0,5,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,4,4,105.39,2.1764
"CMP31013","C20N6O2",356.253,0,20,0,6,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,4,3,99.41,1.06868
"CMP31014","C17N5O3",322.2136,0,17,0,5,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,3,3,101.48,1.0154
"CMP31015","C20N5O2",342.2463,0,20,0,5,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,3,92.25,2.62
"CMP31016","C17ClNO",269.641,0,17,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,29.1,4.0224
"CMP31017","C16FN2O5",319.1800032,2,16,0,2,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,93.38,3.4654
"CMP31018","C22NO3",326.2403,0,22,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,3,47.56,4.8164
"CMP31019","C12N2O2S",236.2056,0,12,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,67.44,3.3446
"CMP31020","C19NO2",274.2088,0,19,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2,42.24,4.8771
"CMP31021","C23N5O2",378.2784,0,23,0,5,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,4,92.25,3.0018
"CMP31022","C19N5O3",346.235,0,19,0,5,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,4,4,105.39,2.0103
"CMP31023","C17N5O2",306.2142,0,17,0,5,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,3,92.25,1.6973
"CMP31024","C16N5O3",310.2029,0,16,0,5,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,3,3,101.48,0.6253
"CMP31025","C21N5O2",354.257,0,21,0,5,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,3,92.25,3.0101
"CMP31026","C10BrNO2",246.0165,0,10,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,38.33,3.3172
"CMP31027","C22NO2",310.2409,0,22,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,38.33,5.3396
"CMP31028","C14ClN2O",247.6156,0,14,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,41.99,3.3793
"CMP31029","C13ClN2O2S",283.6693,0,13,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,78.34,4.16628
"CMP31030","C19BrN2O",352.1201,0,19,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,41.99,4.7602
"CMP31031","C20N5O2",342.2463,0,20,0,5,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,3,92.25,2.7017
"CMP31032","C22N5O3",382.2671,0,22,0,5,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,5,4,105.39,2.933
"CMP31033","C16N5O2",294.2035,0,16,0,5,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,3,92.25,1.3072
"CMP31034","C21N5O3",370.2564,0,21,0,5,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,3,3,101.48,2.665
"CMP31035","C18N5O2",318.2249,0,18,0,5,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,3,92.25,1.8634
"CMP31036","C18ClNO2",297.6511,0,18,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,38.33,4.031
"CMP31037","C16BrN2O2",332.0874,0,16,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,51.22,4.3483
"CMP31038","C21FNO",301.2292032,0,21,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,29.1,4.6649
"CMP31039","C21N3OS",342.3092,0,21,0,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,83.08,5.1942
"CMP31040","C16BrN2O",316.088,0,16,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,41.99,4.072
"CMP31041","C17N5O2",306.2142,0,17,0,5,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,3,92.25,1.4733
"CMP31042","C20N5O2",342.2463,0,20,0,5,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,83.46,2.1207
"CMP31043","C21N5O4",386.2558,0,21,0,5,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,4,4,114.62,2.1788
"CMP31044","C18N3O3",306.2109,0,18,0,3,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,3,84.22,2.3736
"CMP31045","C18N3O3",306.2109,0,18,0,3,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,2,84.22,1.9791
"CMP31046","C12BrN2O2S",316.1096,0,12,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,67.44,4.1071
"CMP31047","C12N4OS2",280.2846,0,12,0,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,134.44,3.1221
"CMP31048","C16N2S2",284.3146,0,16,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,79.32,4.7282
