"","MF","MW","Ncharges","C","Cl","N","O","S","I","F","Br","Ge","Si","H","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","RINGS","AROMATIC","TPSA","logP"
"CMP3423","C26N4O3S",448.3682,0,26,0,4,3,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,4,3,111.72,5.1187
"CMP3424","C22N2O5S",404.3108,0,22,0,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,2,102.11,4.1128
"CMP3425","C16NO3S",286.2411,0,16,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,71.62,3.4775
"CMP3426","C16NO3S",286.2411,0,16,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,71.62,3.4775
"CMP3427","C16NO",222.1773,0,16,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,29.1,3.4882
"CMP3428","C17NO2",250.1874,0,17,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,38.33,3.0195
"CMP3429","C21N4O3S2",420.3797,0,21,0,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,137.67,5.037
"CMP3430","C11N2O3",208.1293,2,11,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,74.92,1.8008
"CMP3431","C12NO3",206.1333,0,12,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,47.56,1.4577
"CMP3432","C20N2O3S",348.2906,0,20,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,83.65,4.2739
"CMP3433","C20F2N3O3S2",432.3591064,0,20,0,3,3,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,124.78,5.1052
"CMP3434","C15N2O3S",288.2371,0,15,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,74.86,2.9419
"CMP3435","C22N2O4",356.2464,0,22,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,2,81.43,3.8249
"CMP3436","C15NO2",226.166,0,15,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,42.24,2.9052
"CMP3437","C16NO3",254.1761,0,16,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,47.56,2.6359
"CMP3438","C14F6N4O",354.1664192,0,14,0,4,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,59.81,3.0588
"CMP3439","C19N3O",286.2228,0,19,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,54.88,3.5532
"CMP3440","C16N4OS",296.2624,0,16,0,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,2,95.15,2.8692
"CMP3441","C20N4O4S",392.3034,0,20,0,4,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,1,98.41,2.2472
"CMP3442","C15Br2NO2",385.974,0,15,0,1,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,38.33,4.2895
"CMP3443","C18N4O",288.2188,0,18,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,3,51.45,2.983
"CMP3444","C21N2O3",328.2363,0,21,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,68.29,3.4903
"CMP3445","C18N2OS",292.2704,0,18,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,70.23,4.1167
"CMP3446","C19ClN2OS",339.7341,0,19,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,70.23,4.699
"CMP3447","C20N2OS2",348.3568,0,20,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,95.53,5.0504
"CMP3448","C21N3O2",326.2436,0,21,0,3,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,1,61.44,2.9087
"CMP3449","C15F3NO3S",331.2256096,0,15,0,1,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,63.78,4.5211
"CMP3450","C16NO2S",270.2417,0,16,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,54.55,4.2393
"CMP3451","C20N3O",298.2335,0,20,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,46.92,3.7815
"CMP3452","C21FN3O",329.2426032,0,21,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,3,46.92,3.8067
"CMP3453","C18N4O",288.2188,0,18,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,59.81,2.8823
"CMP3454","C21N5O5S",434.3202,0,21,0,5,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,4,4,133.04,2.3214
"CMP3455","C15N2O",224.1733,0,15,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,41.99,2.6966
"CMP3456","C23NO5",370.2498,0,23,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,1,73.86,4.1296
"CMP3457","C18N3O",274.2121,0,18,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,46.4,2.6693
"CMP3458","C16N2O3S",300.2478,0,16,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,83.65,3.5185
"CMP3459","C14N3O",226.1693,0,14,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,54.88,2.0916
"CMP3460","C17N2O3",280.1935,0,17,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,3,2,67.43,2.4621
"CMP3461","C16N4O3S",328.2612,0,16,0,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,101.47,3.1725
"CMP3462","C14N2O3S",276.2264,0,14,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,83.65,2.989
"CMP3463","C17N2O",248.1947,0,17,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,1,41.13,3.2386
"CMP3464","C18FN2O",279.2038032,0,18,0,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,2,41.13,3.0417
"CMP3465","C16BrNO3S",366.1451,0,16,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,63.78,4.7837
"CMP3466","C17NO2",250.1874,0,17,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,38.33,3.3919
"CMP3467","C16N2O",236.184,0,16,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,2,52.89,2.86488
"CMP3468","C19N2O3S2",368.3449,0,19,0,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,103.1,4.1689
"CMP3469","C18N2O5",324.203,0,18,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,107.72,2.1069
"CMP3470","C14ClN3O3S",325.6861,0,14,1,3,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,78.1,2.3366
"CMP3471","C16N3O2",266.1901,0,16,0,3,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,1,61.44,2.0817
"CMP3472","C20NO3",302.2189,0,20,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,2,47.56,3.551
"CMP3473","C16Cl2NO",293.0833,0,16,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,29.1,4.2289
"CMP3474","C19N3O3S2",382.3516,0,19,0,3,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,124.78,4.5186
"CMP3475","C16N2O3",268.1828,2,16,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,74.92,3.733
"CMP3476","C22N3O2",338.2543,0,22,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4,68.02,4.5048
"CMP3477","C18NO4",294.1969,0,18,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,2,68.54,2.8709
"CMP3478","C20N3O2",314.2329,0,20,0,3,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,2,61.44,3.1197
"CMP3479","C23FN3O2S2",433.3934032,0,23,0,3,2,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,4,117.53,3.951
"CMP3480","C20N3O2S2",378.3629,0,20,0,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,117.53,3.3555
"CMP3481","C24N3O2S2",426.4057,0,24,0,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,4,117.53,4.4057
"CMP3482","C23N3O2S2",414.395,0,23,0,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,4,117.53,4.1752
"CMP3483","C20N3O2S3",410.4279,0,20,0,3,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,145.77,4.465
"CMP3484","C18N3OS",306.2771,0,18,0,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,2,90.22,3.48018
"CMP3485","C12N2O3S",252.205,0,12,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,83.65,2.2104
"CMP3486","C21N3O3S2",406.373,0,21,0,3,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,3,126.76,3.559
"CMP3487","C23N3O2S2",414.395,0,23,0,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,4,117.53,4.1752
"CMP3488","C23N3O4",382.2638,0,23,0,3,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,2,2,89.55,4.1528
"CMP3489","C15N2OS",256.2383,0,15,0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,2,69.37,2.9216
"CMP3490","C15NO3S",274.2304,0,15,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,71.62,3.4836
"CMP3491","C18N2O3S",324.2692,0,18,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,83.65,4.4053
"CMP3492","C15NO2S",258.231,0,15,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,2,74.41,3.2573
"CMP3493","C15N3O3S",302.2438,0,15,0,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,106.48,1.9274
"CMP3494","C17N3O3",294.2002,2,17,0,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,78.16,3.4906
"CMP3495","C18N3O",274.2121,0,18,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,54.88,3.0507
"CMP3496","C14N3O2",242.1687,0,14,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,63.99,0.8452
"CMP3497","C18NO3",278.1975,0,18,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2,2,55.4,2.961
"CMP3498","C15ClFNO",264.6180032,0,15,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,29.1,3.7857
"CMP3499","C15NO2S",258.231,0,15,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,54.55,3.9841
"CMP3500","C24N6OS",420.3614,0,24,0,6,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,5,4,82.8,2.5619
"CMP3501","C20N3O2S2",378.3629,0,20,0,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,117.53,3.6857
"CMP3502","C21N3O3S2",406.373,0,21,0,3,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,4,3,126.76,3.1769
"CMP3503","C20N2O3S",348.2906,0,20,0,2,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,3,3,95.67,3.5914
"CMP3504","C22N3O2S2",402.3843,0,22,0,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,3,117.53,3.7851
"CMP3505","C22N3O2S2",402.3843,0,22,0,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,4,117.53,3.8668
"CMP3506","C26N4O4S",464.3676,0,26,0,4,4,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,4,3,120.95,4.8189
"CMP3507","C21N2O3S",360.3013,0,21,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,74.86,4.5116
"CMP3508","C14N4O",240.176,0,14,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,2,58.95,2.0865
"CMP3509","C17N2OS2",312.3247,0,17,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,98.47,4.1071
"CMP3510","C12F3N2O",245.1364096,0,12,0,2,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,41.13,2.2222
"CMP3511","C18N2O3S",324.2692,0,18,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,83.65,4.4053
"CMP3512","C17BrN3OS2",406.2354,0,17,0,3,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,108.42,4.3532
"CMP3513","C18F2NO2",300.1949064,0,18,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,38.33,3.9942
"CMP3514","C21N3O2S2",390.3736,0,21,0,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,2,117.53,3.9303
"CMP3515","C13ClNO2",237.5976,0,13,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,42.24,3.2396
"CMP3516","C20NO3S",334.2839,0,20,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2,2,80.7,3.824
"CMP3517","C15ClFNO",264.6180032,0,15,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,29.1,3.7857
"CMP3518","C12N2O2",204.1406,0,12,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,1,61.96,1.588
"CMP3519","C17NO6S2",378.315,0,17,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,2,135.39,3.5656
"CMP3520","C14N2O3S",276.2264,0,14,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,74.86,2.5518
"CMP3521","C20N3O",298.2335,0,20,0,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,3,44.37,3.5297
"CMP3522","C17ClNO",269.641,0,17,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,29.1,4.0462
"CMP3523","C13N3O2",230.158,0,13,0,3,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,1,61.44,0.9713
"CMP3524","C12Br2NO2",349.9419,0,12,0,1,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,38.33,3.0391
"CMP3525","C14ClF3N4O",332.6242096,0,14,1,4,1,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,2,1,48.47,2.6124
"CMP3526","C14N2OS",244.2276,0,14,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,70.23,2.7593
"CMP3527","C17FN2O3S",331.2569032,0,17,0,2,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,83.65,3.8426
"CMP3528","C19N2O3S",336.2799,0,19,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,83.65,4.1365
"CMP3529","C19N2O4",320.2143,0,19,0,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,2,2,68.82,2.8903
"CMP3530","C19N3O2S",334.2872,0,19,0,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,92.23,2.8821
"CMP3531","C21NO2",298.2302,0,21,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,2,46.17,3.8312
"CMP3532","C14BrN3O4S2",418.2015,0,14,0,3,4,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,132.2,1.8627
"CMP3533","C15N4O5S",348.2493,0,15,0,4,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,129.99,0.6435
"CMP3534","C22N4O4S",416.3248,0,22,0,4,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,4,4,132.3,4.1174
"CMP3535","C14BrF2NO2S",364.1211064,0,14,0,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,54.55,4.6632
"CMP3536","C21N3O",310.2442,0,21,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,3,46.92,3.6676
"CMP3537","C17N3O",262.2014,0,17,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,2,64.92,2.73618
"CMP3538","C15NO4S",290.2298,0,15,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,91.85,3.3207
"CMP3539","C17NO",234.188,0,17,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,29.1,3.61
"CMP3540","C16F2N2O",274.1808064,0,16,0,2,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,2,41.13,3.1427
"CMP3541","C14N2O3",244.1614,0,14,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,58.64,1.6387
"CMP3542","C18N2O2S",308.2698,0,18,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,67.44,4.4791
"CMP3543","C12NO3",206.1333,0,12,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,47.56,1.4577
"CMP3544","C20N2O5S",380.2894,0,20,0,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,3,2,93.32,2.9818
"CMP3545","C14NO2",214.1553,0,14,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,49.33,2.2993
"CMP3546","C15N2O",224.1733,0,15,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,41.99,2.6966
"CMP3547","C20ClF3N4O",404.6884096,0,20,1,4,1,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,3,2,48.47,3.5717
"CMP3548","C16ClN5O2S",361.7215,0,16,1,5,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,3,117.97,1.9946
"CMP3549","C22N2O5S",404.3108,0,22,0,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,2,102.11,4.3155
"CMP3550","C13NO",186.1452,0,13,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,29.1,1.9292
"CMP3551","C17F3N5O2",363.2094096,0,17,0,5,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,92.67,2.281
"CMP3552","C11NOS",194.1888,0,11,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,54.4,2.1624
"CMP3553","C16N2O3",268.1828,2,16,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,74.92,3.3535
"CMP3554","C13N2O",200.1519,0,13,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,1,41.13,1.8223
"CMP3555","C20N3OS",330.2985,0,20,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,74.64,4.3044
"CMP3556","C18N3O3",306.2109,2,18,0,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,78.16,4.2769
"CMP3557","C16N3O3",282.1895,0,16,0,3,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,1,78.51,1.169
"CMP3558","C25N4O3S",436.3575,0,25,0,4,3,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,4,3,111.72,4.8103
"CMP3559","C20N4O6S",424.3022,0,20,0,4,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,1,1,142.29,1.6757
"CMP3560","C11N3O2",206.1366,0,11,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,84.22,1.4389
"CMP3561","C14NO2",214.1553,0,14,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,42.24,2.7005
"CMP3562","C20N2O3S2",380.3556,0,20,0,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,111.89,5.0049
"CMP3563","C12NO",174.1345,0,12,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,29.1,2.0573
"CMP3564","C13N2O2",216.1513,0,13,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,2,1,61.96,1.596
"CMP3565","C11FNO",181.1222032,0,11,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,29.1,1.888
"CMP3566","C18BrN2O3S",404.1732,0,18,0,2,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,74.86,4.1045
"CMP3567","C11ClNO2",213.5762,0,11,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,38.33,2.1025
"CMP3568","C10ClNO",185.5661,0,10,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,29.1,2.0939
"CMP3569","C9NOS",170.1674,0,9,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,57.34,1.8104
"CMP3570","C10ClNO",185.5661,0,10,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,29.1,2.0939
"CMP3571","C12NO",174.1345,0,12,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,29.1,2.0573
"CMP3572","C15N2O2",240.1727,0,15,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,2,1,61.96,2.2321
"CMP3573","C12N3O2",218.1473,0,12,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,74.85,0.677
"CMP3574","C12NO",174.1345,0,12,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,29.1,2.0573
"CMP3575","C11NO2",178.1232,0,11,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,38.33,1.4491
"CMP3576","C10BrNO",230.0171,0,10,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,29.1,2.203
"CMP3577","C16NO4S",302.2405,0,16,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,91.85,3.6291
"CMP3578","C15NO",210.1666,0,15,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,29.1,2.5226
"CMP3579","C13N3O2",230.158,0,13,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,63.99,0.6874
"CMP3580","C8NOS",158.1567,0,8,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,57.34,1.502
"CMP3581","C11N2O",176.1305,0,11,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,52.89,1.31218
"CMP3582","C11N2O",176.1305,0,11,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,52.89,1.31218
"CMP3583","C12NOS",206.1995,0,12,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,57.34,2.6552
"CMP3584","C12NOS",206.1995,0,12,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,54.4,1.8437
"CMP3585","C12NOS",206.1995,0,12,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,57.34,2.3808
"CMP3586","C19N3O2S3",398.4172,0,19,0,3,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,145.77,4.0749
"CMP3587","C19N3O6S3",462.4148,0,19,0,3,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,2,166.88,3.4918
"CMP3588","C14N2O3S",276.2264,0,14,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,74.86,2.5518
"CMP3589","C18N2O2",276.2048,0,18,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,1,49.41,2.2659
"CMP3590","C12ClNOS",241.6525,0,12,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,54.4,2.9609
"CMP3591","C10NOS",182.1781,0,10,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,57.34,2.1188
"CMP3592","C13N3O2",230.158,0,13,0,3,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,2,2,56.03,0.4803
"CMP3593","C10BrNO",230.0171,0,10,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,29.1,2.203
"CMP3594","C13NO3",218.144,0,13,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,2,59.31,1.5469
