"","MF","MW","Ncharges","C","Cl","N","O","S","I","F","Br","Ge","Si","H","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","RINGS","AROMATIC","TPSA","logP"
"CMP1841","C24BrNO3S",462.2307,0,24,0,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,2,71.91,5.7887
"CMP1842","C26FN2O3S",439.3532032,0,26,0,2,3,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,4,3,76.84,5.4196
"CMP1843","C22IN2O4S",515.21587,0,22,0,2,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,3,2,104.93,4.35788
"CMP1844","C28N3O3S",458.3829,0,28,0,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,4,2,79.67,5.7144
"CMP1845","C24N2O4S",412.3328,0,24,0,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,4,2,113.29,4.7704
"CMP1846","C20NO4S",350.2833,0,20,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,1,81.14,3.8199
"CMP1847","C13N4S",244.2309,0,13,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,68.9,2.2418
"CMP1848","C17NO5S",330.2506,0,17,0,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,1,98.21,2.2343
"CMP1849","C23BrN2O2S",448.2273,0,23,0,2,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,3,67.61,5.3679
"CMP1850","C19NO6S",370.2714,0,19,0,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,2,1,107.44,2.633
"CMP1851","C11NO2S2",242.2532,0,11,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,90.92,2.3555
"CMP1852","C21NO4S",362.294,0,21,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,1,81.14,3.986
"CMP1853","C18F3N2O2S",365.2650096,0,18,0,2,2,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,2,67.61,4.1035
"CMP1854","C23BrN2O4S",480.2261,0,23,0,2,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,3,2,85.66,4.658
"CMP1855","C17N3OS",294.2664,0,17,0,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,2,62.9,2.7443
"CMP1856","C19ClN2O3",339.6679,0,19,1,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,58.64,3.8431
"CMP1857","C22N3O2",338.2543,0,22,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,2,62.72,3.8779
"CMP1858","C21BrN2O4S2",488.2697,0,21,0,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,125.26,4.3447
"CMP1859","C20N4O5",376.2378,2,20,0,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,116.82,2.7614
"CMP1860","C18FN3O2",309.2099032,0,18,0,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,61.77,2.3955
"CMP1861","C20ClNO3",337.6719,0,20,1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,57.61,3.0914
"CMP1862","C17Br2NO3S",458.0598,0,17,0,1,3,1,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,85.85,3.7785
"CMP1863","C18N3O3",306.2109,0,18,0,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,86.29,1.5319
"CMP1864","C22O4",328.233,0,22,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,4,1,52.6,3.8266
"CMP1865","C21BrN2O5",440.1391,0,21,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,4,3,95.96,4.11688
"CMP1866","C20INO3",429.12337,0,20,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,2,47.56,4.3326
"CMP1867","C20N2O2",300.2262,0,20,0,2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,4,3,56.33,2.757
"CMP1868","C22BrN2O4S2",500.2804,0,22,0,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,125.26,4.7348
"CMP1869","C19N4O5",364.2271,2,19,0,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,116.82,2.453
"CMP1870","C18Cl2N3O2",361.1175,0,18,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,61.77,3.5632
"CMP1871","C22N3O3",354.2537,0,22,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71,3.145
"CMP1872","C20BrN2O6",444.1278,2,20,0,2,6,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,3,2,112.66,3.3945
"CMP1873","C18N2O3",292.2042,0,18,0,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,70.5,1.587
"CMP1874","C27BrNO6",514.196,0,27,0,1,6,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,2,1,0,4,1,93.14,4.6858
"CMP1875","C15Br2N2O3S",448.0451,0,15,0,2,3,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,93.06,3.1565
"CMP1876","C19IN2O2S",447.18497,0,19,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,2,71.84,3.0735
"CMP1877","C11O3",180.1159,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,35.53,1.5197
"CMP1878","C21BrN2O4S2",488.2697,0,21,0,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,125.26,4.3447
"CMP1879","C19BrClN3O3",433.5786,0,19,1,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71,3.4375
"CMP1880","C18N3O2",290.2115,0,18,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,61.77,2.2564
"CMP1881","C22BrN3O3",434.1577,0,22,0,3,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4,2,82,3.8777
"CMP1882","C18BrN2O3",372.1082,0,18,0,2,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,70.5,2.3495
"CMP1883","C17N2O4S",328.2579,0,17,0,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,1,102.29,2.0302
"CMP1884","C29NO5",442.314,0,29,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,4,1,83.91,4.7968
"CMP1885","C23N3O2",350.265,0,23,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,3,3,77.91,3.83668
"CMP1886","C15Cl2N2O3S",359.1431,0,15,2,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,93.06,2.9383
"CMP1887","C17BrN3OS",374.1704,0,17,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,74.75,4.5898
"CMP1888","C21I2N3O",564.05314,0,21,0,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,3,61.7,5.46508
"CMP1889","C19ClN3O3",353.6746,0,19,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71,2.675
"CMP1890","C18BrN4O4",416.121,2,18,0,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,107.59,3.4503
"CMP1891","C20BrClNO3",417.5759,0,20,1,1,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,57.61,3.8539
"CMP1892","C17BrClNO3S",413.6088,0,17,1,1,3,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,85.85,3.6694
"CMP1893","C17IN2O4S",455.16237,0,17,0,2,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,1,102.29,2.6348
"CMP1894","C23N2O2",336.2583,0,23,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,50.69,4.5191
"CMP1895","C31N3O4S",510.4144,0,31,0,3,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,5,3,110.16,3.4031
"CMP1896","C17IN4O4",451.11077,2,17,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,101.56,4.0473
"CMP1897","C16N2O4",284.1822,0,16,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,69.15,1.6927
"CMP1898","C16N5O2",294.2035,0,16,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,90.45,1.2879
"CMP1899","C23BrN4O2",444.1757,0,23,0,4,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,2,73.8,4.0434
"CMP1900","C18BrN2O3",372.1082,0,18,0,2,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,70.5,2.3495
"CMP1901","C17BrNO4",362.0902,0,17,0,1,4,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,3,2,70.75,2.5475
"CMP1902","C22BrNO3",406.1443,0,22,0,1,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,57.61,3.8797
"CMP1903","C17NO6S",346.25,0,17,0,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,2,1,118.44,2.1545
"CMP1904","C17BrN2O4S",408.1619,0,17,0,2,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,1,102.29,2.7927
"CMP1905","C19NO3",290.2082,0,19,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,2,47.56,3.3379
"CMP1906","C15IN4O3",411.08997,2,15,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,92.33,3.6486
"CMP1907","C20BrN2O3",396.1296,0,20,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,1,58.97,2.9301
"CMP1908","C27N3O3",414.3072,0,27,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71,4.7354
"CMP1909","C24BrN2O5S",508.2362,0,24,0,2,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,3,2,111.52,5.2553
"CMP1910","C25N3O3",390.2858,0,25,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,3,71,3.6886
"CMP1911","C17BrNO3S",378.1558,0,17,0,1,3,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,85.85,3.016
"CMP1912","C21BrNO3",394.1336,0,21,0,1,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,57.61,3.5713
"CMP1913","C23N2O5S",416.3215,0,23,0,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,3,2,102.73,3.6655
"CMP1914","C15BrN2O3S",368.1411,0,15,0,2,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,93.06,2.394
"CMP1915","C18INO5S",469.16577,0,18,0,1,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,1,98.21,3.229
"CMP1916","C16NO6S",334.2393,0,16,0,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,2,1,118.44,1.766
"CMP1917","C19ClN3O2S",369.7402,0,19,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,83.98,4.8794
"CMP1918","C18ClN3O3",341.6639,0,18,1,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,2,82,2.6154
"CMP1919","C17NO",234.188,0,17,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,29.1,3.3928
"CMP1920","C16N3O2S",298.2551,0,16,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,90.01,2.3179
"CMP1921","C23BrNO3",418.155,0,23,0,1,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,57.61,3.9103
"CMP1922","C20BrNO5",414.1217,0,20,0,1,5,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2,1,0,4,3,76.07,2.6832
"CMP1923","C20BrFN3O3",429.1347032,0,20,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,83.71,4.02538
"CMP1924","C25FN2O5",427.2763032,0,25,0,2,5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,4.0251
"CMP1925","C18BrNO2",342.1021,0,18,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,2,38.33,4.0918
"CMP1926","C33N3O4S",534.4358,0,33,0,3,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,5,3,101.37,3.713
"CMP1927","C14O2",200.1486,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,26.3,2.6643
"CMP1928","C19BrCl2N3O3",469.0316,0,19,2,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71,4.0909
"CMP1929","C18N4O4",336.217,2,18,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,107.59,2.6878
"CMP1930","C19ClN3O2",337.6752,0,19,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,61.77,2.8387
"CMP1931","C19BrNO4",386.1116,0,19,0,1,4,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,3,2,70.75,2.9471
"CMP1932","C18BrN3O3",386.1149,0,18,0,3,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,86.29,2.2944
"CMP1933","C24N3O4",394.2745,0,24,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,2,89.02,3.7021
"CMP1934","C15Br2N2O3S",448.0451,0,15,0,2,3,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,93.06,3.1565
"CMP1935","C19BrNO3",370.1122,0,19,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,2,47.56,4.1004
"CMP1936","C19ClINO2",436.56627,0,19,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,2,30.49,5.3488
"CMP1937","C17INO2",377.09187,0,17,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,2,30.49,3.9969
"CMP1938","C20BrN4O",392.1442,0,20,0,4,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,2,58.42,4.9649
"CMP1939","C19Cl3NO3S",428.6322,0,19,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71.91,5.9647
"CMP1940","C15N2O2S",272.2377,0,15,0,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,65.92,2.36
"CMP1941","C26NO4S",422.3475,0,26,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,4,2,81.14,5.4249
"CMP1942","C11NO2S2",242.2532,0,11,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,90.92,2.3555
"CMP1943","C17NO4S",314.2512,0,17,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,1,81.14,3.0914
"CMP1944","C20BrNO3S",414.1879,0,20,0,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71.91,4.6355
"CMP1945","C16Cl2NO3S",357.1471,0,16,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,1,71.91,3.6128
"CMP1946","C18ClNO4S",361.7149,0,18,1,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,1,81.14,4.1333
"CMP1947","C19BrClNO2",389.5658,0,19,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,2,30.49,5.5067
"CMP1948","C17N3O2",278.2008,0,17,0,3,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,3,1,54.34,2.4538
"CMP1949","C20ClFNO3S",388.7353032,0,20,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71.91,4.6655
"CMP1950","C20FNO3S",353.2823032,0,20,0,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71.91,4.0121
"CMP1951","C25NO4S",410.3368,0,25,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,4,2,81.14,5.0348
"CMP1952","C22N2O2S",356.3126,0,22,0,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,2,67.61,4.297
"CMP1953","C20FN2O3S",367.2890032,0,20,0,2,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,90.73,3.0628
"CMP1954","C21Cl2NO4S",433.2,0,21,2,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,3,2,81.14,5.1884
"CMP1955","C22N2O4S",388.3114,0,22,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,3,2,104.93,3.75328
"CMP1956","C14N2O2S",260.227,0,14,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,86.47,2.16568
"CMP1957","C18INO2",389.10257,0,18,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,2,30.49,4.387
"CMP1958","C21N4O3",356.2497,0,21,0,4,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,4,2,84.3,2.7297
"CMP1959","C23NO3",338.251,0,23,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,4,2,57.61,3.0708
"CMP1960","C16BrNO4S",382.1445,0,16,0,1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,1,81.14,3.4638
"CMP1961","C14BrNO3S",342.1237,0,14,0,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,71.91,3.0651
"CMP1962","C15IN2O4",399.07597,0,15,0,2,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,2,1,76.66,2.5398
"CMP1963","C17ClNO3S",333.7048,0,17,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,75.82,4.2074
"CMP1964","C21NO4S",362.294,0,21,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,3,2,81.14,3.8816
"CMP1965","C17ClNO6S",381.703,0,17,1,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,2,1,107.44,2.5078
"CMP1966","C14O2",200.1486,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,26.3,2.3776
"CMP1967","C16Br2NO",381.9853,0,16,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,21.26,4.9087
"CMP1968","C24N3O6",426.2733,2,24,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,2,118.88,5.1582
"CMP1969","C29N2O6S",504.3851,0,29,0,2,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,4,2,116.59,2.6516
"CMP1970","C16NO2S",270.2417,0,16,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,62.68,3.4174
"CMP1971","C16NO3S",286.2411,0,16,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,71.91,2.8588
"CMP1972","C17ClN2O5S",379.7103,2,17,1,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,121.64,4.6388
"CMP1973","C17NO3S",298.2518,0,17,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,71.91,3.4713
"CMP1974","C21N2O2S",344.3019,0,21,0,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,2,67.61,4.3183
"CMP1975","C18N2O5S",356.268,2,18,0,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,121.64,4.2938
"CMP1976","C12IO",287.03227,0,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,20.23,2.8155
"CMP1977","C18ClNO2",297.6511,0,18,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,2,30.49,4.3541
"CMP1978","C22N3O4",370.2531,0,22,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,2,85.68,2.3211
"CMP1979","C18BrClN3O2",405.5685,0,18,1,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,61.77,3.6723
"CMP1980","C23NO4S",386.3154,0,23,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,3,2,81.14,4.5801
"CMP1981","C21FN2O4S",395.2991032,0,21,0,2,4,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,99.96,3.0714
"CMP1982","C13ClNO3S",285.662,0,13,1,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,82.91,2.653
"CMP1983","C17N2O4S",328.2579,0,17,0,2,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,3,1,104.91,2.3333
"CMP1984","C22N2O4S",388.3114,0,22,0,2,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,3,2,93.91,3.7965
"CMP1985","C22FN2O4S",407.3098032,0,22,0,2,4,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,99.96,3.4615
"CMP1986","C12O",160.1278,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,20.23,2.1969
"CMP1987","C17BrNO",314.092,0,17,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,21.26,4.4546
"CMP1988","C17N3O5",326.199,2,17,0,3,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2,2,104.46,2.0983
"CMP1989","C9O2",140.0951,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,40.46,1.1677
"CMP1990","C19ClN2O2S",355.7335,0,19,1,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,2,67.61,4.3549
"CMP1991","C22Cl2N2O2S",427.2186,0,22,2,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,2,67.61,5.6038
"CMP1992","C17BrNO5S",410.1546,0,17,0,1,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,1,98.21,2.9984
"CMP1993","C16NO5S",318.2399,0,16,0,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,1,98.21,1.8458
"CMP1994","C23N2O2S",368.3233,0,23,0,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,2,67.61,4.6054
"CMP1995","C23N3O2S",382.33,0,23,0,3,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,4,2,91.4,4.16868
"CMP1996","C12O",160.1278,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,20.23,2.0528
"CMP1997","C23ClNO3",373.704,0,23,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,3,3,39.72,5.838
"CMP1998","C20NO7S",398.2815,0,20,0,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,3,2,131.58,3.1728
"CMP1999","C21NO4S",362.294,0,21,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,2,1,81.14,3.4332
"CMP2000","C19Cl2N2O2S",391.1865,0,19,2,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,2,67.61,5.0083
"CMP2001","C23N2O2S",368.3233,0,23,0,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,2,67.61,4.999
"CMP2002","C20Cl2FNO3S",424.1883032,0,20,2,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71.91,5.3189
"CMP2003","C13N2O5S",296.2145,2,13,0,2,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,128.73,2.431
"CMP2004","C19BrN2O2S",400.1845,0,19,0,2,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,2,67.61,4.464
"CMP2005","C17BrNO4S",394.1552,0,17,0,1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,2,1,81.14,3.0771
"CMP2006","C9BrO2",219.9991,0,9,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,37.3,2.0887
"CMP2007","C19ClNO2",309.6618,0,19,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,2,30.49,4.7442
"CMP2008","C13BrO",252.0425,0,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,9.23,3.6143
"CMP2009","C21NO3S",346.2946,0,21,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71.91,4.1814
"CMP2010","C14BrN2O4",340.0648,0,14,0,2,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,2,1,76.66,2.3076
"CMP2011","C19NO3S",322.2732,0,19,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,71.91,4.1245
