"","MF","MW","Ncharges","C","Cl","N","O","S","H","I","F","Br","Ge","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","RINGS","AROMATIC","TPSA","logP"
"CMP20182","C34H2ClN8O4S3",718.07888,0,34,1,8,4,3,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,6,6,199.65,6.705
"CMP20183","C48HClN8O8S3",949.21834,0,48,1,8,8,3,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,9,6,286.03,8.8798
"CMP20184","C21H5ClN5O6S2",522.8773,0,21,1,5,6,2,5,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,5,4,211.7,0.771
"CMP20185","C33HClN7O6S2",690.98734,0,33,1,7,6,2,1,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,6,6,210.4,4.9715
"CMP20186","C15HClN2OS2",324.76424,0,15,1,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,90.84,3.792
"CMP20187","C31H2ClN8O4S4",714.11178,0,31,1,8,4,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,6,237.54,6.6093
"CMP20188","C38BrClN7O5S",781.8725,0,38,1,7,5,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,7,7,172.93,6.8171
"CMP20189","C36HBrClN7O5S2",790.92404,0,36,1,7,5,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,7,6,181.31,8.0862
"CMP20190","C38BrClN8O5S",795.8792,0,38,1,8,5,1,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,6,6,176.17,6.5101
"CMP20191","C36HBrClN8O4S2",788.93134,0,36,1,8,4,2,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,6,6,171.41,7.406
"CMP20192","C50BrClN8O8S2",1020.0708,0,50,1,8,8,2,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,9,6,257.79,9.5808
"CMP20193","C23H4BrClN5O6S",593.72976,0,23,1,5,6,1,4,0,0,1,0,0,0,1,0,4,0,0,0,0,1,0,0,5,4,183.46,1.472
"CMP20194","C35BrClN7O6S",761.8398,0,35,1,7,6,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,1,0,0,6,6,182.16,5.6725
"CMP20195","C17BrClN2OS",395.6167,0,17,1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,62.6,4.493
"CMP20196","C33HBrClN8O4S3",784.96424,0,33,1,8,4,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6,6,209.3,7.3103
"CMP20197","C33BrN7O5S",686.366,0,33,0,7,5,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,6,6,172.93,4.8698
"CMP20198","C31HBrN7O5S2",695.41754,0,31,0,7,5,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,6,5,181.31,6.1389
"CMP20199","C33BrN8O5S",700.3727,0,33,0,8,5,1,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,5,5,176.17,4.5628
"CMP20200","C31HBrN8O4S2",693.42484,0,31,0,8,4,2,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,5,5,171.41,5.4587
"CMP20201","C45BrN8O8S2",924.5643,0,45,0,8,8,2,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,8,5,257.79,7.6335
"CMP20202","C18H4BrN5O6S",498.22326,0,18,0,5,6,1,4,0,0,1,0,0,0,1,0,4,0,0,0,0,1,0,0,4,3,183.46,-0.4753
"CMP20203","C30BrN7O6S",666.3333,0,30,0,7,6,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,1,0,0,5,5,182.16,3.7252
"CMP20204","C12BrN2OS",300.1102,0,12,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,62.6,2.5457
"CMP20205","C28HBrN8O4S3",689.45774,0,28,0,8,4,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5,5,209.3,5.363
"CMP20206","C40BrN7O7S",802.4397,0,40,0,7,7,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,2,0,0,7,7,191.39,6.1809
"CMP20207","C38HBrN7O7S2",811.49124,0,38,0,7,7,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,7,6,199.77,7.45
"CMP20208","C40BrN8O7S",816.4464,0,40,0,8,7,1,0,0,0,1,0,0,1,3,0,0,0,0,0,1,2,0,0,6,6,194.63,5.8739
"CMP20209","C38HBrN8O6S2",809.49854,0,38,0,8,6,2,1,0,0,1,0,0,1,2,0,0,0,0,0,0,2,0,0,6,6,189.87,6.7698
"CMP20210","C52BrN8O10S2",1040.638,0,52,0,8,10,2,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,0,0,9,6,276.25,8.9446
"CMP20211","C25H4BrN5O8S",614.29696,0,25,0,5,8,1,4,0,0,1,0,0,0,1,0,4,0,0,0,0,3,0,0,5,4,201.92,0.8358
"CMP20212","C37BrN7O8S",782.407,0,37,0,7,8,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,3,0,0,6,6,200.62,5.0363
"CMP20213","C19BrN2O3S",416.1839,0,19,0,2,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,3,3,81.06,3.8568
"CMP20214","C35HBrN8O6S3",805.53144,0,35,0,8,6,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,6,6,227.76,6.6741
"CMP20215","C41BrN7O7S",814.4504,0,41,0,7,7,1,0,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,0,8,8,203.14,6.2701
"CMP20216","C39HBrN7O7S2",823.50194,0,39,0,7,7,2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,8,7,211.52,7.5392
"CMP20217","C41BrN8O7S",828.4571,0,41,0,8,7,1,0,0,0,1,0,0,1,3,0,0,0,0,0,2,0,0,0,7,7,206.38,5.9631
"CMP20218","C39HBrN8O6S2",821.50924,0,39,0,8,6,2,1,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,7,7,201.62,6.859
"CMP20219","C53BrN8O10S2",1052.6487,0,53,0,8,10,2,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,10,7,288,9.0338
"CMP20220","C26H4BrN5O8S",626.30766,0,26,0,5,8,1,4,0,0,1,0,0,0,1,0,4,0,0,0,1,1,0,0,6,5,213.67,0.925
"CMP20221","C38BrN7O8S",794.4177,0,38,0,7,8,1,0,0,0,1,0,0,1,2,0,0,0,0,0,2,1,0,0,7,7,212.37,5.1255
"CMP20222","C20BrN2O3S",428.1946,0,20,0,2,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,4,4,92.81,3.946
"CMP20223","C36HBrN8O6S3",817.54214,0,36,0,8,6,3,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,7,7,239.51,6.7633
"CMP20224","C40BrN7O7S",802.4397,0,40,0,7,7,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,2,0,0,8,7,191.39,5.6899
"CMP20225","C38HBrN7O7S2",811.49124,0,38,0,7,7,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,8,6,199.77,6.959
"CMP20226","C40BrN8O7S",816.4464,0,40,0,8,7,1,0,0,0,1,0,0,1,3,0,0,0,0,0,1,2,0,0,7,6,194.63,5.3829
"CMP20227","C38HBrN8O6S2",809.49854,0,38,0,8,6,2,1,0,0,1,0,0,1,2,0,0,0,0,0,0,2,0,0,7,6,189.87,6.2788
"CMP20228","C52BrN8O10S2",1040.638,0,52,0,8,10,2,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,0,0,10,6,276.25,8.4536
"CMP20229","C25H4BrN5O8S",614.29696,0,25,0,5,8,1,4,0,0,1,0,0,0,1,0,4,0,0,0,0,3,0,0,6,4,201.92,0.3448
"CMP20230","C37BrN7O8S",782.407,0,37,0,7,8,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,3,0,0,7,6,200.62,4.5453
"CMP20231","C19BrN2O3S",416.1839,0,19,0,2,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,4,3,81.06,3.3658
"CMP20232","C35HBrN8O6S3",805.53144,0,35,0,8,6,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,7,6,227.76,6.1831
"CMP20233","C41FN7O7S",753.5448032,0,41,0,7,7,1,0,0,1,0,0,0,1,2,0,0,0,1,0,1,1,0,0,8,8,203.14,5.6467
"CMP20234","C39HFN7O7S2",762.5963432,0,39,0,7,7,2,1,0,1,0,0,0,1,1,0,0,0,1,0,0,2,0,0,8,7,211.52,6.9158
"CMP20235","C41FN8O7S",767.5515032,0,41,0,8,7,1,0,0,1,0,0,0,1,3,0,0,0,1,0,1,1,0,0,7,7,206.38,5.3397
"CMP20236","C39HFN8O6S2",760.6036432,0,39,0,8,6,2,1,0,1,0,0,0,1,2,0,0,0,1,0,0,1,0,0,7,7,201.62,6.2356
"CMP20237","C53FN8O10S2",991.7431032,0,53,0,8,10,2,0,0,1,0,0,0,1,1,0,1,0,1,1,0,2,0,0,10,7,288,8.4104
"CMP20238","C26H4FN5O8S",565.4020632,0,26,0,5,8,1,4,0,1,0,0,0,0,1,0,4,0,1,0,0,2,0,0,6,5,213.67,0.3016
"CMP20239","C38FN7O8S",733.5121032,0,38,0,7,8,1,0,0,1,0,0,0,1,2,0,0,0,1,0,1,2,0,0,7,7,212.37,4.5021
"CMP20240","C20FN2O3S",367.2890032,0,20,0,2,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,4,4,92.81,3.3226
"CMP20241","C36HFN8O6S3",756.6365432,0,36,0,8,6,3,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,7,7,239.51,6.1399
"CMP20242","C36N8O7S2",720.5646,2,36,0,8,7,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,7,7,246.99,5.8941
"CMP20243","C34HN8O7S3",729.61614,2,34,0,8,7,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,7,6,255.37,7.1632
"CMP20244","C36N9O7S2",734.5713,2,36,0,9,7,2,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,6,6,250.23,5.5871
"CMP20245","C34HN9O6S3",727.62344,2,34,0,9,6,3,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,6,6,245.47,6.483
"CMP20246","C48N9O10S3",958.7629,2,48,0,9,10,3,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,9,6,331.85,8.6578
"CMP20247","C21H4N6O8S2",532.42186,2,21,0,6,8,2,4,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,5,4,257.52,0.549
"CMP20248","C33N8O8S2",700.5319,2,33,0,8,8,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,6,6,256.22,4.7495
"CMP20249","C15N3O3S2",334.3088,2,15,0,3,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,136.66,3.57
"CMP20250","C31HN9O6S4",723.65634,2,31,0,9,6,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,6,283.36,6.3873
"CMP20251","C37N7O7S3",750.6336,0,37,0,7,7,3,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,7,7,243.69,5.947
"CMP20252","C35HN7O7S4",759.68514,0,35,0,7,7,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,7,6,252.07,7.2161
"CMP20253","C37N8O7S3",764.6403,0,37,0,8,7,3,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,6,6,246.93,5.64
"CMP20254","C35HN8O6S4",757.69244,0,35,0,8,6,4,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,6,6,242.17,6.5359
"CMP20255","C49N8O10S4",988.8319,0,49,0,8,10,4,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,9,6,328.55,8.7107
"CMP20256","C22H4N5O8S3",562.49086,0,22,0,5,8,3,4,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,5,4,254.22,0.6019
"CMP20257","C34N7O8S3",730.6009,0,34,0,7,8,3,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,6,6,252.92,4.8024
"CMP20258","C16N2O3S3",364.3778,0,16,0,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,133.36,3.6229
"CMP20259","C32HN8O6S5",753.72534,0,32,0,8,6,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,6,280.06,6.4402
"CMP20260","C40N7O7S2",754.6007,0,40,0,7,7,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,7,7,215.45,5.8144
"CMP20261","C38HN7O7S3",763.65224,0,38,0,7,7,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,7,6,223.83,7.0835
"CMP20262","C40N8O7S2",768.6074,0,40,0,8,7,2,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,6,6,218.69,5.5074
"CMP20263","C38HN8O6S3",761.65954,0,38,0,8,6,3,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,6,6,213.93,6.4033
"CMP20264","C52N8O10S3",992.799,0,52,0,8,10,3,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,9,6,300.31,8.5781
"CMP20265","C25H4N5O8S2",566.45796,0,25,0,5,8,2,4,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,5,4,225.98,0.4693
"CMP20266","C37N7O8S2",734.568,0,37,0,7,8,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,6,6,224.68,4.6698
"CMP20267","C19N2O3S2",368.3449,0,19,0,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,105.12,3.4903
"CMP20268","C35HN8O6S4",757.69244,0,35,0,8,6,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,6,251.82,6.3076
"CMP20269","C38ClN8O7S2",780.039,0,38,1,8,7,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,7,7,241.47,6.4831
"CMP20270","C36HClN8O7S3",789.09054,0,36,1,8,7,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,7,6,249.85,7.7522
"CMP20271","C38ClN9O7S2",794.0457,0,38,1,9,7,2,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,6,6,244.71,6.1761
"CMP20272","C36HClN9O6S3",787.09784,0,36,1,9,6,3,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,6,6,239.95,7.072
"CMP20273","C50ClN9O10S3",1018.2373,0,50,1,9,10,3,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,9,6,326.33,9.2468
"CMP20274","C23H4ClN6O8S2",591.89626,0,23,1,6,8,2,4,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,5,4,252,1.138
"CMP20275","C35ClN8O8S2",760.0063,0,35,1,8,8,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,6,6,250.7,5.3385
"CMP20276","C17ClN3O3S2",393.7832,0,17,1,3,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,131.14,4.159
"CMP20277","C33HClN9O6S4",783.13074,0,33,1,9,6,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,6,277.84,6.9763
"CMP20278","C38BrN8O7S2",824.49,0,38,0,8,7,2,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,7,7,241.47,6.5922
"CMP20279","C36HBrN8O7S3",833.54154,0,36,0,8,7,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,7,6,249.85,7.8613
"CMP20280","C38BrN9O7S2",838.4967,0,38,0,9,7,2,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,6,6,244.71,6.2852
"CMP20281","C36HBrN9O6S3",831.54884,0,36,0,9,6,3,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,6,6,239.95,7.1811
"CMP20282","C50BrN9O10S3",1062.6883,0,50,0,9,10,3,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,9,6,326.33,9.3559
"CMP20283","C23H4BrN6O8S2",636.34726,0,23,0,6,8,2,4,0,0,1,0,0,0,1,0,4,0,0,0,0,1,0,0,5,4,252,1.2471
"CMP20284","C35BrN8O8S2",804.4573,0,35,0,8,8,2,0,0,0,1,0,0,1,2,0,0,0,0,0,1,1,0,0,6,6,250.7,5.4476
"CMP20285","C17BrN3O3S2",438.2342,0,17,0,3,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,131.14,4.2681
"CMP20286","C33HBrN9O6S4",827.58174,0,33,0,9,6,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6,6,277.84,7.0854
"CMP20287","C36N8O7S3",752.6296,0,36,0,8,7,3,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,7,7,269.71,5.8912
"CMP20288","C34HN8O7S4",761.68114,0,34,0,8,7,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,7,6,278.09,7.1603
"CMP20289","C36N9O7S3",766.6363,0,36,0,9,7,3,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,6,6,272.95,5.5842
"CMP20290","C34HN9O6S4",759.68844,0,34,0,9,6,4,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,6,6,268.19,6.4801
"CMP20291","C48N9O10S4",990.8279,0,48,0,9,10,4,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,9,6,354.57,8.6549
"CMP20292","C21H4N6O8S3",564.48686,0,21,0,6,8,3,4,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,5,4,280.24,0.5461
"CMP20293","C33N8O8S3",732.5969,0,33,0,8,8,3,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,6,6,278.94,4.7466
"CMP20294","C15N3O3S3",366.3738,0,15,0,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,159.38,3.5671
"CMP20295","C31HN9O6S5",755.72134,0,31,0,9,6,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,6,306.08,6.3844
"CMP20296","C39BrN8O5S",772.4369,0,39,0,8,5,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,1,7,7,196.72,6.03538
"CMP20297","C37HBrN8O5S2",781.48844,0,37,0,8,5,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,7,6,205.1,7.30448
"CMP20298","C39BrN9O5S",786.4436,0,39,0,9,5,1,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,1,6,6,199.96,5.72838
"CMP20299","C37HBrN9O4S2",779.49574,0,37,0,9,4,2,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,6,6,195.2,6.62428
"CMP20300","C51BrN9O8S2",1010.6352,0,51,0,9,8,2,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,9,6,281.58,8.79908
"CMP20301","C24H4BrN6O6S",584.29416,0,24,0,6,6,1,4,0,0,1,0,0,0,1,0,4,0,0,0,0,1,0,1,5,4,207.25,0.69028
"CMP20302","C36BrN8O6S",752.4042,0,36,0,8,6,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,1,0,1,6,6,205.95,4.89078
"CMP20303","C18BrN3OS",386.1811,0,18,0,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,3,3,86.39,3.71128
"CMP20304","C34HBrN9O4S3",775.52864,0,34,0,9,4,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,6,6,233.09,6.52858
"CMP20305","C38BrN7O5S2",778.4845,0,38,0,7,5,2,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,7,7,201.17,6.6248
"CMP20306","C36HBrN7O5S3",787.53604,0,36,0,7,5,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,7,6,209.55,7.8939
"CMP20307","C38BrN8O5S2",792.4912,0,38,0,8,5,2,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,6,6,204.41,6.3178
"CMP20308","C36HBrN8O4S3",785.54334,0,36,0,8,4,3,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,6,6,199.65,7.2137
"CMP20309","C50BrN8O8S3",1016.6828,0,50,0,8,8,3,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,9,6,286.03,9.3885
"CMP20310","C23H4BrN5O6S2",590.34176,0,23,0,5,6,2,4,0,0,1,0,0,0,1,0,4,0,0,0,0,1,0,0,5,4,211.7,1.2797
"CMP20311","C35BrN7O6S2",758.4518,0,35,0,7,6,2,0,0,0,1,0,0,1,2,0,0,0,0,0,1,1,0,0,6,6,210.4,5.4802
"CMP20312","C17BrN2OS2",392.2287,0,17,0,2,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,90.84,4.3007
"CMP20313","C33HBrN8O4S4",781.57624,0,33,0,8,4,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6,6,237.54,7.118
"CMP20314","C33FN7O5S",625.4604032,0,33,0,7,5,1,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,6,6,172.93,4.2464
"CMP20315","C31HFN7O5S2",634.5119432,0,31,0,7,5,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,6,5,181.31,5.5155
"CMP20316","C33FN8O5S",639.4671032,0,33,0,8,5,1,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,5,5,176.17,3.9394
"CMP20317","C31HFN8O4S2",632.5192432,0,31,0,8,4,2,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,5,171.41,4.8353
"CMP20318","C45FN8O8S2",863.6587032,0,45,0,8,8,2,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,8,5,257.79,7.0101
"CMP20319","C18H4FN5O6S",437.3176632,0,18,0,5,6,1,4,0,1,0,0,0,0,1,0,4,0,0,0,0,1,0,0,4,3,183.46,-1.0987
"CMP20320","C30FN7O6S",605.4277032,0,30,0,7,6,1,0,0,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,5,5,182.16,3.1018
"CMP20321","C12FN2OS",239.2046032,0,12,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,62.6,1.9223
"CMP20322","C28HFN8O4S3",628.5521432,0,28,0,8,4,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,5,209.3,4.7396
"CMP20323","C41FN8O7S",767.5515032,0,41,0,8,7,1,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,8,7,210.31,4.4606
"CMP20324","C39HFN8O7S2",776.6030432,0,39,0,8,7,2,1,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,8,6,218.69,5.7297
"CMP20325","C41FN9O7S",781.5582032,0,41,0,9,7,1,0,0,1,0,0,0,1,4,0,0,0,0,0,1,0,0,0,7,6,213.55,4.1536
"CMP20326","C39HFN9O6S2",774.6103432,0,39,0,9,6,2,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,7,6,208.79,5.0495
"CMP20327","C53FN9O10S2",1005.7498032,0,53,0,9,10,2,0,0,1,0,0,0,1,2,0,1,0,0,1,0,1,0,0,10,6,295.17,7.2243
"CMP20328","C26H4FN6O8S",579.4087632,0,26,0,6,8,1,4,0,1,0,0,0,0,2,0,4,0,0,0,0,1,0,0,6,4,220.84,-0.8845
"CMP20329","C38FN8O8S",747.5188032,0,38,0,8,8,1,0,0,1,0,0,0,1,3,0,0,0,0,0,1,1,0,0,7,6,219.54,3.316
"CMP20330","C20FN3O3S",381.2957032,0,20,0,3,3,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,3,99.98,2.1365
"CMP20331","C36HFN9O6S3",770.6432432,0,36,0,9,6,3,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7,6,246.68,4.9538
"CMP20332","C36BrN8O7S2",800.4686,2,36,0,8,7,2,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,7,7,246.99,6.6566
"CMP20333","C34HBrN8O7S3",809.52014,2,34,0,8,7,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,7,6,255.37,7.9257
"CMP20334","C36BrN9O7S2",814.4753,2,36,0,9,7,2,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,6,6,250.23,6.3496
"CMP20335","C34HBrN9O6S3",807.52744,2,34,0,9,6,3,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,6,6,245.47,7.2455
"CMP20336","C48BrN9O10S3",1038.6669,2,48,0,9,10,3,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,9,6,331.85,9.4203
"CMP20337","C21H4BrN6O8S2",612.32586,2,21,0,6,8,2,4,0,0,1,0,0,0,1,0,4,0,0,0,0,1,0,0,5,4,257.52,1.3115
"CMP20338","C33BrN8O8S2",780.4359,2,33,0,8,8,2,0,0,0,1,0,0,1,2,0,0,0,0,0,1,1,0,0,6,6,256.22,5.512
"CMP20339","C15BrN3O3S2",414.2128,2,15,0,3,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,136.66,4.3325
"CMP20340","C31HBrN9O6S4",803.56034,2,31,0,9,6,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6,6,283.36,7.1498
"CMP20341","C37N8O9S3",796.6391,2,37,0,8,9,3,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,7,7,289.51,6.3784
"CMP20342","C35HN8O9S4",805.69064,2,35,0,8,9,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,7,6,297.89,7.6475
"CMP20343","C37N9O9S3",810.6458,2,37,0,9,9,3,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,6,6,292.75,6.0714
"CMP20344","C35HN9O8S4",803.69794,2,35,0,9,8,4,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,6,6,287.99,6.9673
"CMP20345","C49N9O12S4",1034.8374,2,49,0,9,12,4,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,9,6,374.37,9.1421
"CMP20346","C22H4N6O10S3",608.49636,2,22,0,6,10,3,4,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,5,4,300.04,1.0333
"CMP20347","C34N8O10S3",776.6064,2,34,0,8,10,3,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,6,6,298.74,5.2338
"CMP20348","C16N3O5S3",410.3833,2,16,0,3,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,179.18,4.0543
"CMP20349","C32HN9O8S5",799.73084,2,32,0,9,8,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,6,325.88,6.8716
"CMP20350","C40N8O7S3",800.6724,0,40,0,8,7,3,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,8,8,256.58,6.4952
"CMP20351","C38HN8O7S4",809.72394,0,38,0,8,7,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,8,7,264.96,7.7643
