"","MF","MW","Ncharges","C","Cl","N","O","S","H","I","F","Br","Ge","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","RINGS","AROMATIC","TPSA","logP"
"CMP20010","C43HN8O5S",741.58364,0,43,0,8,5,1,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,7,6,176.17,6.1763
"CMP20011","C41H2N8O4S2",734.63578,0,41,0,8,4,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7,6,171.41,7.0722
"CMP20012","C55HN8O8S2",965.77524,0,55,0,8,8,2,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,10,6,257.79,9.247
"CMP20013","C28H5N5O6S",539.4342,0,28,0,5,6,1,5,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,6,4,183.46,1.1382
"CMP20014","C40HN7O6S",707.54424,0,40,0,7,6,1,1,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,7,6,182.16,5.3387
"CMP20015","C22HN2OS",341.32114,0,22,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,3,62.6,4.1592
"CMP20016","C38H2N8O4S3",730.66868,0,38,0,8,4,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,6,209.3,6.9765
"CMP20017","C36ClN7O5S",677.9471,0,36,1,7,5,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,6,6,172.93,5.7869
"CMP20018","C34HClN7O5S2",686.99864,0,34,1,7,5,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,6,5,181.31,7.056
"CMP20019","C36ClN8O5S",691.9538,0,36,1,8,5,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,5,5,176.17,5.4799
"CMP20020","C34HClN8O4S2",685.00594,0,34,1,8,4,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,5,171.41,6.3758
"CMP20021","C48ClN8O8S2",916.1454,0,48,1,8,8,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,8,5,257.79,8.5506
"CMP20022","C21H4ClN5O6S",489.80436,0,21,1,5,6,1,4,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,4,3,183.46,0.4418
"CMP20023","C33ClN7O6S",657.9144,0,33,1,7,6,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,5,5,182.16,4.6423
"CMP20024","C15ClN2OS",291.6913,0,15,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,62.6,3.4628
"CMP20025","C31HClN8O4S3",681.03884,0,31,1,8,4,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,5,209.3,6.2801
"CMP20026","C35HN7O6S2",679.55574,0,35,0,7,6,2,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,6,6,215.3,4.3671
"CMP20027","C33H2N7O6S3",688.60728,0,33,0,7,6,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,6,5,223.68,5.6362
"CMP20028","C35HN8O6S2",693.56244,0,35,0,8,6,2,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,5,5,218.54,4.0601
"CMP20029","C33H2N8O5S3",686.61458,0,33,0,8,5,3,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,5,213.78,4.956
"CMP20030","C47HN8O9S3",917.75404,0,47,0,8,9,3,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,8,5,300.16,7.1308
"CMP20031","C20H5N5O7S2",491.413,0,20,0,5,7,2,5,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,4,3,225.83,-0.978
"CMP20032","C32HN7O7S2",659.52304,0,32,0,7,7,2,1,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,5,5,224.53,3.2225
"CMP20033","C14HN2O2S2",293.29994,0,14,0,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,104.97,2.043
"CMP20034","C30H2N8O5S4",682.64748,0,30,0,8,5,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,5,251.67,4.8603
"CMP20035","C41HN8O6S2",765.62664,0,41,0,8,6,2,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,7,6,227.33,5.6604
"CMP20036","C39H2N8O6S3",774.67818,0,39,0,8,6,3,2,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,7,5,235.71,6.9295
"CMP20037","C41HN9O6S2",779.63334,0,41,0,9,6,2,1,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,6,5,230.57,5.3534
"CMP20038","C39H2N9O5S3",772.68548,0,39,0,9,5,3,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,6,5,225.81,6.2493
"CMP20039","C53HN9O9S3",1003.82494,0,53,0,9,9,3,1,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,0,9,5,312.19,8.4241
"CMP20040","C26H5N6O7S2",577.4839,0,26,0,6,7,2,5,0,0,0,0,0,1,1,0,4,0,0,0,0,1,0,0,5,3,237.86,0.3153
"CMP20041","C38HN8O7S2",745.59394,0,38,0,8,7,2,1,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,6,5,236.56,4.5158
"CMP20042","C20HN3O2S2",379.37084,0,20,0,3,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,2,117,3.3363
"CMP20043","C36H2N9O5S4",768.71838,0,36,0,9,5,4,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6,5,263.7,6.1536
"CMP20044","C43N8O5",708.5107,0,43,0,8,5,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,8,7,148.46,6.1959
"CMP20045","C41HN8O5S",717.56224,0,41,0,8,5,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,8,6,156.84,7.465
"CMP20046","C43N9O5",722.5174,0,43,0,9,5,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,7,6,151.7,5.8889
"CMP20047","C41HN9O4S",715.56954,0,41,0,9,4,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,7,6,146.94,6.7848
"CMP20048","C55N9O8S",946.709,0,55,0,9,8,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,10,6,233.32,8.9596
"CMP20049","C28H4N6O6",520.36796,0,28,0,6,6,0,4,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,6,4,158.99,0.8508
"CMP20050","C40N8O6",688.478,0,40,0,8,6,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,7,6,157.69,5.0513
"CMP20051","C22N3O",322.2549,0,22,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,3,38.13,3.8718
"CMP20052","C38HN9O4S2",711.60244,0,38,0,9,4,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7,6,184.83,6.6891
"CMP20053","C41BrN8O5",764.3933,0,41,0,8,5,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,8,7,148.46,6.3416
"CMP20054","C39HBrN8O5S",773.44484,0,39,0,8,5,1,1,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,8,6,156.84,7.6107
"CMP20055","C41BrN9O5",778.4,0,41,0,9,5,0,0,0,0,1,0,0,1,4,0,0,0,0,0,1,0,0,0,7,6,151.7,6.0346
"CMP20056","C39HBrN9O4S",771.45214,0,39,0,9,4,1,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,7,6,146.94,6.9305
"CMP20057","C53BrN9O8S",1002.5916,0,53,0,9,8,1,0,0,0,1,0,0,1,2,0,1,0,0,1,0,1,0,0,10,6,233.32,9.1053
"CMP20058","C26H4BrN6O6",576.25056,0,26,0,6,6,0,4,0,0,1,0,0,0,2,0,4,0,0,0,0,1,0,0,6,4,158.99,0.9965
"CMP20059","C38BrN8O6",744.3606,0,38,0,8,6,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,1,0,0,7,6,157.69,5.197
"CMP20060","C20BrN3O",378.1375,0,20,0,3,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,4,3,38.13,4.0175
"CMP20061","C36HBrN9O4S2",767.48504,0,36,0,9,4,2,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,7,6,184.83,6.8348
"CMP20062","C42N8O5S",728.565,0,42,0,8,5,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,8,7,173.76,6.301
"CMP20063","C40HN8O5S2",737.61654,0,40,0,8,5,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,8,6,182.14,7.5701
"CMP20064","C42N9O5S",742.5717,0,42,0,9,5,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,7,6,177,5.994
"CMP20065","C40HN9O4S2",735.62384,0,40,0,9,4,2,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,7,6,172.24,6.8899
"CMP20066","C54N9O8S2",966.7633,0,54,0,9,8,2,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,10,6,258.62,9.0647
"CMP20067","C27H4N6O6S",540.42226,0,27,0,6,6,1,4,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,6,4,184.29,0.9559
"CMP20068","C39N8O6S",708.5323,0,39,0,8,6,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,7,6,182.99,5.1564
"CMP20069","C21N3OS",342.3092,0,21,0,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,3,63.43,3.9769
"CMP20070","C37HN9O4S3",731.65674,0,37,0,9,4,3,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7,6,210.13,6.7942
"CMP20071","C41N8O9S",780.5519,2,41,0,8,9,1,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,7,7,245.05,6.0093
"CMP20072","C39HN8O9S2",789.60344,2,39,0,8,9,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,7,6,253.43,7.2784
"CMP20073","C41N9O9S",794.5586,2,41,0,9,9,1,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,6,6,248.29,5.7023
"CMP20074","C39HN9O8S2",787.61074,2,39,0,9,8,2,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,6,6,243.53,6.5982
"CMP20075","C53N9O12S2",1018.7502,2,53,0,9,12,2,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,9,6,329.91,8.773
"CMP20076","C26H4N6O10S",592.40916,2,26,0,6,10,1,4,0,0,0,0,0,0,1,0,4,0,0,0,1,1,0,0,5,4,255.58,0.6642
"CMP20077","C38N8O10S",760.5192,2,38,0,8,10,1,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,0,6,6,254.28,4.8647
"CMP20078","C20N3O5S",394.2961,2,20,0,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,3,134.72,3.6852
"CMP20079","C36HN9O8S3",783.64364,2,36,0,9,8,3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6,6,281.42,6.5025
"CMP20080","C40BrN7O7S",802.4397,0,40,0,7,7,1,0,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,0,7,7,199.23,5.9503
"CMP20081","C38HBrN7O7S2",811.49124,0,38,0,7,7,2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,7,6,207.61,7.2194
"CMP20082","C40BrN8O7S",816.4464,0,40,0,8,7,1,0,0,0,1,0,0,1,3,0,0,0,0,0,2,0,0,0,6,6,202.47,5.6433
"CMP20083","C38HBrN8O6S2",809.49854,0,38,0,8,6,2,1,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,6,6,197.71,6.5392
"CMP20084","C52BrN8O10S2",1040.638,0,52,0,8,10,2,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,9,6,284.09,8.714
"CMP20085","C25H4BrN5O8S",614.29696,0,25,0,5,8,1,4,0,0,1,0,0,0,1,0,4,0,0,0,1,1,0,0,5,4,209.76,0.6052
"CMP20086","C37BrN7O8S",782.407,0,37,0,7,8,1,0,0,0,1,0,0,1,2,0,0,0,0,0,2,1,0,0,6,6,208.46,4.8057
"CMP20087","C19BrN2O3S",416.1839,0,19,0,2,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,3,3,88.9,3.6262
"CMP20088","C35HBrN8O6S3",805.53144,0,35,0,8,6,3,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,6,6,235.6,6.4435
"CMP20089","C36HBrN7O5S2",755.47104,0,36,0,7,5,2,1,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,7,7,201.17,6.2252
"CMP20090","C34H2BrN7O5S3",764.52258,0,34,0,7,5,3,2,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,7,6,209.55,7.4943
"CMP20091","C36HBrN8O5S2",769.47774,0,36,0,8,5,2,1,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,6,6,204.41,5.9182
"CMP20092","C34H2BrN8O4S3",762.52988,0,34,0,8,4,3,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,6,6,199.65,6.8141
"CMP20093","C48HBrN8O8S3",993.66934,0,48,0,8,8,3,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,9,6,286.03,8.9889
"CMP20094","C21H5BrN5O6S2",567.3283,0,21,0,5,6,2,5,0,0,1,0,0,0,1,0,4,0,0,0,0,1,0,0,5,4,211.7,0.8801
"CMP20095","C33HBrN7O6S2",735.43834,0,33,0,7,6,2,1,0,0,1,0,0,1,2,0,0,0,0,0,1,1,0,0,6,6,210.4,5.0806
"CMP20096","C15HBrN2OS2",369.21524,0,15,0,2,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,90.84,3.9011
"CMP20097","C31H2BrN8O4S4",758.56278,0,31,0,8,4,4,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6,6,237.54,6.7184
"CMP20098","C36HN7O7S",675.50084,0,36,0,7,7,1,1,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,7,7,191.39,3.9756
"CMP20099","C34H2N7O7S2",684.55238,0,34,0,7,7,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,7,6,199.77,5.2447
"CMP20100","C36HN8O7S",689.50754,0,36,0,8,7,1,1,0,0,0,0,0,1,3,0,0,0,0,0,1,2,0,0,6,6,194.63,3.6686
"CMP20101","C34H2N8O6S2",682.55968,0,34,0,8,6,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,6,6,189.87,4.5645
"CMP20102","C48HN8O10S2",913.69914,0,48,0,8,10,2,1,0,0,0,0,0,1,1,0,1,0,0,1,0,3,0,0,9,6,276.25,6.7393
"CMP20103","C21H5N5O8S",487.3581,0,21,0,5,8,1,5,0,0,0,0,0,0,1,0,4,0,0,0,0,3,0,0,5,4,201.92,-1.3695
"CMP20104","C33HN7O8S",655.46814,0,33,0,7,8,1,1,0,0,0,0,0,1,2,0,0,0,0,0,1,3,0,0,6,6,200.62,2.831
"CMP20105","C15HN2O3S",289.24504,0,15,0,2,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,3,3,81.06,1.6515
"CMP20106","C31H2N8O6S3",678.59258,0,31,0,8,6,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,6,6,227.76,4.4688
"CMP20107","C37ClN8O7S",735.9633,0,37,1,8,7,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,7,7,210.31,3.8277
"CMP20108","C35HClN8O7S2",745.01484,0,35,1,8,7,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,7,6,218.69,5.0968
"CMP20109","C37ClN9O7S",749.97,0,37,1,9,7,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,6,6,213.55,3.5207
"CMP20110","C35HClN9O6S2",743.02214,0,35,1,9,6,2,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,6,6,208.79,4.4166
"CMP20111","C49ClN9O10S2",974.1616,0,49,1,9,10,2,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,9,6,295.17,6.5914
"CMP20112","C22H4ClN6O8S",547.82056,0,22,1,6,8,1,4,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,5,4,220.84,-1.5174
"CMP20113","C34ClN8O8S",715.9306,0,34,1,8,8,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,6,6,219.54,2.6831
"CMP20114","C16ClN3O3S",349.7075,0,16,1,3,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,3,99.98,1.5036
"CMP20115","C32HClN9O6S3",739.05504,0,32,1,9,6,3,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,6,6,246.68,4.3209
"CMP20116","C40N9O8S2",798.6135,0,40,0,9,8,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,7,7,262.59,4.8373
"CMP20117","C38HN9O8S3",807.66504,0,38,0,9,8,3,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,7,6,270.97,6.1064
"CMP20118","C40N10O8S2",812.6202,0,40,0,10,8,2,0,0,0,0,0,0,2,3,0,0,0,0,0,1,1,0,0,6,6,265.83,4.5303
"CMP20119","C38HN10O7S3",805.67234,0,38,0,10,7,3,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,6,6,261.07,5.4262
"CMP20120","C52N10O11S3",1036.8118,0,52,0,10,11,3,0,0,0,0,0,0,2,1,0,1,0,0,1,0,2,0,0,9,6,347.45,7.601
"CMP20121","C25H4N7O9S2",610.47076,0,25,0,7,9,2,4,0,0,0,0,0,1,1,0,4,0,0,0,0,2,0,0,5,4,273.12,-0.5078
"CMP20122","C37N9O9S2",778.5808,0,37,0,9,9,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,6,6,271.82,3.6927
"CMP20123","C19N4O4S2",412.3577,0,19,0,4,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,3,152.26,2.5132
"CMP20124","C35HN10O7S4",801.70524,0,35,0,10,7,4,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,6,6,298.96,5.3305
"CMP20125","C43HN8O6S2",789.64804,0,43,0,8,6,2,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,8,8,218.54,5.4749
"CMP20126","C41H2N8O6S3",798.69958,0,41,0,8,6,3,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,8,7,226.92,6.744
"CMP20127","C43HN9O6S2",803.65474,0,43,0,9,6,2,1,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,7,7,221.78,5.1679
"CMP20128","C41H2N9O5S3",796.70688,0,41,0,9,5,3,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,7,7,217.02,6.0638
"CMP20129","C55HN9O9S3",1027.84634,0,55,0,9,9,3,1,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,10,7,303.4,8.2386
"CMP20130","C28H5N6O7S2",601.5053,0,28,0,6,7,2,5,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,6,5,229.07,0.1298
"CMP20131","C40HN8O7S2",769.61534,0,40,0,8,7,2,1,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,7,7,227.77,4.3303
"CMP20132","C22HN3O2S2",403.39224,0,22,0,3,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,4,108.21,3.1508
"CMP20133","C38H2N9O5S4",792.73978,0,38,0,9,5,4,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7,7,254.91,5.9681
"CMP20134","C42ClN8O5",731.953,0,42,1,8,5,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,8,7,148.46,6.5409
"CMP20135","C40HClN8O5S",741.00454,0,40,1,8,5,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,8,6,156.84,7.81
"CMP20136","C42ClN9O5",745.9597,0,42,1,9,5,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,7,6,151.7,6.2339
"CMP20137","C40HClN9O4S",739.01184,0,40,1,9,4,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,7,6,146.94,7.1298
"CMP20138","C54ClN9O8S",970.1513,0,54,1,9,8,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,10,6,233.32,9.3046
"CMP20139","C27H4ClN6O6",543.81026,0,27,1,6,6,0,4,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,6,4,158.99,1.1958
"CMP20140","C39ClN8O6",711.9203,0,39,1,8,6,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,7,6,157.69,5.3963
"CMP20141","C21ClN3O",345.6972,0,21,1,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,3,38.13,4.2168
"CMP20142","C37HClN9O4S2",735.04474,0,37,1,9,4,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7,6,184.83,7.0341
"CMP20143","C43N8O5",708.5107,0,43,0,8,5,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,8,7,148.46,6.1959
"CMP20144","C41HN8O5S",717.56224,0,41,0,8,5,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,8,6,156.84,7.465
"CMP20145","C43N9O5",722.5174,0,43,0,9,5,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,7,6,151.7,5.8889
"CMP20146","C41HN9O4S",715.56954,0,41,0,9,4,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,7,6,146.94,6.7848
"CMP20147","C55N9O8S",946.709,0,55,0,9,8,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,10,6,233.32,8.9596
"CMP20148","C28H4N6O6",520.36796,0,28,0,6,6,0,4,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,6,4,158.99,0.8508
"CMP20149","C40N8O6",688.478,0,40,0,8,6,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,7,6,157.69,5.0513
"CMP20150","C22N3O",322.2549,0,22,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,3,38.13,3.8718
"CMP20151","C38HN9O4S2",711.60244,0,38,0,9,4,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7,6,184.83,6.6891
"CMP20152","C35N9O5S2",690.5618,0,35,0,9,5,2,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,7,7,216.58,4.4411
"CMP20153","C33HN9O5S3",699.61334,0,33,0,9,5,3,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,7,6,224.96,5.7102
"CMP20154","C35N10O5S2",704.5685,0,35,0,10,5,2,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,6,6,219.82,4.1341
"CMP20155","C33HN10O4S3",697.62064,0,33,0,10,4,3,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,6,6,215.06,5.03
"CMP20156","C47N10O8S3",928.7601,0,47,0,10,8,3,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,9,6,301.44,7.2048
"CMP20157","C20H4N7O6S2",502.41906,0,20,0,7,6,2,4,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,5,4,227.11,-0.904
"CMP20158","C32N9O6S2",670.5291,0,32,0,9,6,2,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,6,6,225.81,3.2965
"CMP20159","C14N4OS2",304.306,0,14,0,4,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,3,106.25,1.9651
"CMP20160","C30HN10O4S4",693.65354,0,30,0,10,4,4,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,6,6,252.95,4.9343
"CMP20161","C41N8O9S",780.5519,2,41,0,8,9,1,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,7,7,245.05,6.0093
"CMP20162","C39HN8O9S2",789.60344,2,39,0,8,9,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,7,6,253.43,7.2784
"CMP20163","C41N9O9S",794.5586,2,41,0,9,9,1,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,6,6,248.29,5.7023
"CMP20164","C39HN9O8S2",787.61074,2,39,0,9,8,2,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,6,6,243.53,6.5982
"CMP20165","C53N9O12S2",1018.7502,2,53,0,9,12,2,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,9,6,329.91,8.773
"CMP20166","C26H4N6O10S",592.40916,2,26,0,6,10,1,4,0,0,0,0,0,0,1,0,4,0,0,0,1,1,0,0,5,4,255.58,0.6642
"CMP20167","C38N8O10S",760.5192,2,38,0,8,10,1,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,0,6,6,254.28,4.8647
"CMP20168","C20N3O5S",394.2961,2,20,0,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,3,134.72,3.6852
"CMP20169","C36HN9O8S3",783.64364,2,36,0,9,8,3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6,6,281.42,6.5025
"CMP20170","C44N8O7S",784.5852,0,44,0,8,7,1,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,7,7,202.47,6.034
"CMP20171","C42HN8O7S2",793.63674,0,42,0,8,7,2,1,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,7,6,210.85,7.3031
"CMP20172","C44N9O7S",798.5919,0,44,0,9,7,1,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0,6,6,205.71,5.727
"CMP20173","C42HN9O6S2",791.64404,0,42,0,9,6,2,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,6,6,200.95,6.6229
"CMP20174","C56N9O10S2",1022.7835,0,56,0,9,10,2,0,0,0,0,0,0,1,2,0,1,0,0,1,1,1,0,0,9,6,287.33,8.7977
"CMP20175","C29H4N6O8S",596.44246,0,29,0,6,8,1,4,0,0,0,0,0,0,2,0,4,0,0,0,1,1,0,0,5,4,213,0.6889
"CMP20176","C41N8O8S",764.5525,0,41,0,8,8,1,0,0,0,0,0,0,1,3,0,0,0,0,0,2,1,0,0,6,6,211.7,4.8894
"CMP20177","C23N3O3S",398.3294,0,23,0,3,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,3,3,92.14,3.7099
"CMP20178","C39HN9O6S3",787.67694,0,39,0,9,6,3,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,6,6,238.84,6.5272
"CMP20179","C36HClN7O5S2",711.02004,0,36,1,7,5,2,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,7,7,201.17,6.1161
"CMP20180","C34H2ClN7O5S3",720.07158,0,34,1,7,5,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,7,6,209.55,7.3852
"CMP20181","C36HClN8O5S2",725.02674,0,36,1,8,5,2,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,6,6,204.41,5.8091
