"CMP","MF","MW","Ncharges","C","H","N","O","S","Br","K","Cl","Zn","P","Na","I","F","Ca","Se","Cu","As","Cd","Hg","Pt","Co","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","RINGS","AROMATIC","TPSA","logP","Active","Index"
"CMP439","C11ClN2",195.5841,0,11,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,15.6,2.501,0,439
"CMP440","C7N2O3",160.0865,0,7,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,92.42,0.405,0,440
"CMP441","C25O10",460.2615,0,25,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,4,0,0,5,3,155.1,2.362,0,441
"CMP442","C33O15",636.3441,0,33,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,6,0,0,5,2,238.2,0.067,0,442
"CMP443","C21O8",380.2199,0,21,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,3,2,85.59,3.511,0,443
"CMP444","C20O7",352.2098,0,20,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,3,2,76.36,3.503,0,444
"CMP445","C10O2",152.1058,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,40.46,1.164,0,445
"CMP446","C17O5",284.1789,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,3,2,68.9,3.182,0,446
"CMP447","C18O5",296.1896,0,18,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,3,2,57.9,3.485,0,447
"CMP448","C9NO",138.1024,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,36.02,1.66,0,448
"CMP449","C21O6",348.2211,0,21,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,2,2,96.22,3.852,0,449
"CMP450","C19O6",324.1997,0,19,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,4,2,66.38,2.726,0,450
"CMP451","C34O6",504.3602,0,34,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,121.3,6.582,0,451
"CMP452","C28O7",448.2954,0,28,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,5,1,106.2,4.336,0,452
"CMP453","C19O4",292.2009,0,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,66.76,3.585,0,453
"CMP454","C13O3",204.1373,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,2,50.44,2.651,0,454
"CMP455","C32O4",448.34,0,32,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,63.6,7.884,0,455
"CMP456","C29O9",492.3049,0,29,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,1,0,0,2,2,147.4,5.407,0,456
"CMP457","C15O",196.1599,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,20.23,3.753,0,457
"CMP458","C26O8",440.2734,0,26,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,7,1,104.5,3.137,0,458
"CMP459","C28O",352.299,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,17.07,7.618,0,459
"CMP460","C30O3",408.3192,0,30,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,57.53,7.089,0,460
"CMP461","C5H3O5",143.07432,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,101.1,-2.94,0,461
"CMP462","C20O3",288.2122,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,57.53,4.61,0,462
"CMP463","C19O8",356.1985,0,19,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,2,2,130.3,2.546,0,463
"CMP464","C16O6",288.1676,0,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,3,3,115,1.901,0,464
"CMP465","C21O10",412.2187,0,21,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,3,0,0,4,2,170,0.049,0,465
"CMP466","C19O7",340.1991,0,19,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,4,4,76.36,3.214,0,466
"CMP467","C17O5",284.1789,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,3,3,68.9,3.182,0,467
"CMP468","C15O5",260.1575,0,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3,2,90.15,1.84,0,468
"CMP469","C7O7",196.0707,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,141.6,-4.22,0,469
"CMP470","C16O5",272.1682,0,16,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,3,3,90.9,2.885,0,470
"CMP471","C20O3",288.2122,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,1,50.44,4.304,0,471
"CMP472","C12O4",208.126,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,3,52.58,2.547,0,472
"CMP473","C10NO",150.1131,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32.59,2.518,0,473
"CMP474","C14O",184.1492,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,17.07,3.738,0,474
"CMP475","C26O6",408.2746,0,26,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,4,2,89.13,5.572,0,475
"CMP476","C15O",196.1599,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12.53,4.246,0,476
"CMP477","C29O12",540.3031,0,29,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,2,0,0,5,3,217.6,2.213,0,477
"CMP478","C18O5",296.1896,0,18,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,3,2,57.15,2.749,0,478
"CMP479","C25O11",476.2609,0,25,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,3,2,140.7,2.995,0,479
"CMP480","C10O",136.1064,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20.23,2.217,0,480
"CMP481","C29O10",508.3043,0,29,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,2,0,0,6,1,162.9,0.75,0,481
"CMP482","C10NO4",198.1113,0,10,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,86.63,0.654,0,482
"CMP483","C30O",376.3204,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,20.23,8.168,0,483
"CMP484","C24N3O6",426.2733,0,24,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,5,1,154.4,2.444,0,484
"CMP485","C40",480.428,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12.6,0,485
"CMP486","C10N5O4",254.1381,0,10,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,3,2,139.5,-1.39,0,486
"CMP487","C8N4O2",184.1112,0,8,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,61.82,-1.02,0,487
"CMP488","C41HO14",717.43824,0,41,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,6,0,0,8,1,203,2.218,0,488
"CMP489","C10O2",152.1058,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,29.46,2.129,0,489
"CMP490","C31H2O6",470.34398,0,31,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,4,0,104,5.666,0,490
"CMP491","C17BrNO3",346.0908,0,17,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,3,1,41.93,2.746,0,491
"CMP492","C11N3O5",254.1348,2,11,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,110.1,1.337,0,492
"CMP493","C20N2O6S",396.2888,0,20,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5,1,128.5,3.539,0,493
"CMP494","C17BrNO4",362.0902,0,17,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,5,1,62.3,1.814,0,494
"CMP495","C5H2ClN2O3",173.53398,0,5,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,84.91,-0.12,0,495
"CMP496","C21N2O3",328.2363,0,21,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,5,2,54.7,2.89,0,496
"CMP497","C20N2O2",300.2262,0,20,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5,1,45.59,3.335,0,497
"CMP498","C21NO6",362.2278,0,21,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,5,2,66.46,2.811,0,498
"CMP499","C13N2O2",216.1513,0,13,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,2,54.12,2.246,0,499
"CMP500","C16O5",272.1682,0,16,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,3,3,79.9,2.879,0,500
"CMP501","C17O4",268.1795,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,2,44.76,3.41,0,501
"CMP502","C17O4",268.1795,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,2,48.67,3.477,0,502
"CMP503","C22ClNO2",345.6939,0,22,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,2,40.54,4.975,0,503
"CMP504","C10N5O",206.1399,0,10,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,3,79.63,1.631,0,504
"CMP505","C27O14",548.2805,0,27,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,5,0,0,5,2,225,-1.16,0,505
"CMP506","C21O8",380.2199,0,21,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,2,128.8,0.749,0,506
"CMP507","C27O",340.2883,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,20.23,7.619,0,507
"CMP508","C14",168.1498,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.335,0,508
"CMP509","C6N3O3",162.0825,0,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,118.4,0.638,0,509
"CMP510","C21H3N2O3",331.26012,0,21,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,5,1,65.56,2.585,0,510
"CMP511","C25HO5",381.27244,0,25,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,4,0,86.99,3.537,0,511
"CMP512","C24HO3",337.26294,0,24,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,57.53,5.507,0,512
"CMP513","C24HO5",369.26174,0,24,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,88.51,4.073,0,513
"CMP514","C41H2O14",718.44618,0,41,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,6,0,0,8,1,203,2.218,0,514
"CMP515","C5HN2O3",137.07304,0,5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,106.4,0.064,0,515
"CMP516","C20O11",416.2074,0,20,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,6,0,169,-2.39,0,516
"CMP517","C11N2",160.1311,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,27.82,2.142,0,517
"CMP518","C10N2O3",196.1186,0,10,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,106.4,1.535,0,518
"CMP519","C41HO16",749.43704,0,41,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,0,4,0,0,7,0,267,1.855,0,519
"CMP520","C15O3",228.1587,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,2,50.44,3.165,0,520
"CMP521","C12BrNO3",286.0373,0,12,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,1,30.93,2.307,0,521
"CMP522","C10O4",184.1046,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,66.76,1.498,0,522
"CMP523","C37Cl2N2O6",639.3117,0,37,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,5,0,0,6,4,72.86,8.339,0,523
"CMP524","C15O",196.1599,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.23,4.397,0,524
"CMP525","C6NO2S2",182.1997,0,6,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.97,1.994,0,525
"CMP526","C20O",256.2134,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20.23,5.51,0,526
"CMP527","C15O3",228.1587,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,2,54.37,3.234,0,527
"CMP528","C49O20",908.5123,0,49,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,8,0,0,9,1,288.2,0.613,0,528
"CMP529","C15N5O5",330.191,0,15,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,2,0,0,4,3,138.6,-0.28,0,529
"CMP530","C6O8",200.0594,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,155.5,-3.4,0,530
"CMP531","C19HN7O6",423.25454,0,19,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,3,3,213.2,1,0,531
"CMP532","C21O3",300.2229,0,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,43.37,4.633,0,532
"CMP533","C6ClNO2",153.5227,0,6,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,49.33,1.121,0,533
"CMP534","C17N3O4",310.1996,0,17,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,112.7,1.995,0,534
"CMP535","C7N2O6",208.0847,0,7,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,167.1,-1.42,0,535
"CMP536","C14O3",216.148,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,60.69,2.973,0,536
"CMP537","C20O2",272.2128,0,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,37.3,5.206,0,537
"CMP538","C10N3O6S",290.1885,0,10,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,197.6,-0.72,0,538
"CMP539","C10N5O3",238.1387,0,10,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,3,2,119.3,-0.36,0,539
"CMP540","C12O11",320.1218,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,2,0,189.5,-5.39,0,540
"CMP541","C15O4",244.1581,0,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,74.6,2.249,0,541
"CMP542","C19HN2O",273.22404,0,19,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,25.24,3.712,0,542
"CMP543","C21O9",396.2193,0,21,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,3,2,149,0.455,0,543
"CMP544","C10O3",168.1052,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,2,54.37,1.507,0,544
"CMP545","C15O",196.1599,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.23,4.396,0,545
"CMP546","C7O5",164.0719,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,97.99,-1.51,0,546
"CMP547","C10N2O3S",228.1836,0,10,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,103.7,1.454,0,547
"CMP548","C15O5",260.1575,0,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,53.99,2.394,0,548
"CMP549","C43N2O14",768.4651,0,43,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,1,7,0,0,3,0,195.3,2.325,0,549
"CMP550","C11N2O8",288.1263,0,11,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,170.1,-0.81,0,550
"CMP551","C40O3",528.4262,0,40,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,52.99,9.758,0,551
"CMP552","C37H4NO12",654.42716,0,37,4,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,4,0,0,8,1,187.8,1.302,0,552
"CMP553","C35O16",676.3649,0,35,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,9,0,215.3,-0.2,0,553
"CMP554","C5N4O4S",212.1429,0,5,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,170.9,1.527,0,554
"CMP555","C21O3",300.2229,0,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,49.69,5.617,0,555
"CMP556","C22O4",328.233,0,22,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1,59.67,4.21,0,556
"CMP557","C9O4",172.0939,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,77.76,1.195,0,557
"CMP558","C12O11",320.1218,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,1,0,200.5,-5.76,0,558
"CMP559","C9O3",156.0945,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,60.69,1.103,0,559
"CMP560","C24O13",496.249,0,24,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,6,0,0,4,2,197.7,0.075,0,560
"CMP561","C10ClN",169.5667,0,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,26.02,3.416,0,561
"CMP562","C4N4O3S2",216.1978,0,4,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,151.6,0.998,0,562
"CMP563","C8NO2",142.0911,0,8,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,49.33,1.423,0,563
"CMP564","C5HNO3S",155.13134,0,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,105.2,-0.1,0,564
"CMP565","C16N3O5S",346.2533,0,16,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,3,1,158.2,1.179,0,565
"CMP566","C11N2O",176.1305,0,11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,26.93,1.484,0,566
"CMP567","C10ClN2O3S",263.6366,0,10,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,83.65,3.6,0,567
"CMP568","C10N4O4",240.1314,0,10,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2,2,102.2,-2.21,0,568
"CMP569","C22FO5",363.2308032,0,22,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,4,0,94.83,1.895,0,569
"CMP570","C25Cl3N2",434.6399,0,25,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,6.48,7.035,0,570
"CMP571","C18ClN2",279.659,0,18,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,15.27,4.79,0,571
"CMP572","C10ClNO2",201.5655,0,10,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,63.32,2.557,0,572
"CMP573","C13N2O2",216.1513,0,13,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,72.19,2.263,0,573
"CMP574","C17H2N3NaO6S2",431.33404928,2,17,2,3,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,3,1,179.3,-0.53,0,574
"CMP575","C6ClN2O2",167.5294,2,6,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52.32,1.29,0,575
